reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-6237.222222222219,0.99,719,2.129032258064516,0.2916666666666667,3507,0,112.44734813527363,112.44383814276719,0.011699157508612588,1,2026-05-16T18:11:48.425787,,,,,,
-7306.333333333336,0.9801,719,0.9473684210526315,0.20833333333333334,3505,0,69.22598754713034,69.2232879033838,0.008998950135081965,2,2026-05-16T18:13:55.972876,,,,,,
-6894.055555555553,0.9702989999999999,719,2.0416666666666665,0.3611111111111111,3504,0,74.001096314283,73.99849860094518,0.008659296743545852,3,2026-05-16T18:15:53.888306,,,,,,
-6400.333333333334,0.96059601,719,0.9555555555555556,0.2222222222222222,3510,0,76.63950941061941,76.63699198631319,0.008391527568478453,4,2026-05-16T18:21:27.240411,,,,,,
-19395.833333333332,0.9509900498999999,719,81.91891891891892,1.4722222222222223,3415,0,158.27585534426035,158.27340919484018,0.00815508597930673,5,2026-05-16T18:30:51.257743,,,,,,
-6876.999999999998,0.9414801494009999,719,0.8210526315789474,0.1111111111111111,3505,0,7027.3295665258165,7027.327019146321,0.008358514040024622,6,2026-05-16T18:39:29.970046,,,,,,
-6420.833333333337,0.9320653479069899,719,1.2659574468085106,0.2777777777777778,3506,0,2266.4146246664714,2266.412039039198,0.008639428741913884,7,2026-05-16T18:48:58.035603,,,,,,
-6312.166666666659,0.92274469442792,719,0.7380952380952381,0.16666666666666666,3515,0,2012.115398942844,2012.1129314067134,0.008257356034501123,8,2026-05-16T18:58:11.271047,,,,,,
-6488.888888888892,0.9135172474836407,719,1.2527472527472527,0.2222222222222222,3508,0,1640.7312439824345,1640.7287662596298,0.008268612977739046,9,2026-05-16T19:07:13.505635,,,,,,
-6269.499999999996,0.9043820750088043,719,0.9021739130434783,0.20833333333333334,3508,0,1794.124436167583,1794.1219314447862,0.008420949513597805,10,2026-05-16T19:18:12.312990,-2903.111111111112,0.0,1.302325581395349,0.25,3514.0,0.0
