reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-202.89483024691367,719,7.9785,3.8571,4404,0,1,2026-06-13T15:58:48.009990
-174.7793518518519,719,11.7269,4.3571,4399,0,2,2026-06-13T15:59:29.012313
-175.39961419753087,719,7.5838,3.381,4410,0,3,2026-06-13T16:00:09.750599
-197.02510802469124,719,13.0469,4.6429,4391,0,4,2026-06-13T16:00:50.802836
-190.9257407407406,719,17.0568,5.3571,4329,0,5,2026-06-13T16:01:31.746858
