reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-6534.388888888889,0.95,719,3.094736842105263,0.3194444444444444,3505,0,156.32352352142334,1,2026-05-18T06:27:52.563678,,,,,,
-6009.166666666668,0.9025,719,0.9895833333333334,0.16666666666666666,3502,0,82.16860088088416,2,2026-05-18T06:29:04.744461,,,,,,
-6061.111111111114,0.8573749999999999,719,2.0208333333333335,0.3194444444444444,3504,0,51.621087181717364,3,2026-05-18T06:30:14.840734,,,,,,
-5738.111111111109,0.8145062499999999,719,1.2150537634408602,0.18055555555555555,3507,0,37.07334358204721,4,2026-05-18T06:31:24.062408,,,,,,
-5296.777777777776,0.7737809374999999,719,0.8505747126436781,0.1527777777777778,3511,0,40.2827210114629,5,2026-05-18T06:32:34.288827,,,,,,
-4984.0000000000055,0.7350918906249998,719,0.41379310344827586,0.08333333333333333,3512,0,41.298452982153115,6,2026-05-18T06:33:44.165812,,,,,,
-4714.555555555558,0.6983372960937497,719,0.9560439560439561,0.18055555555555555,3509,0,41.87861706517502,7,2026-05-18T06:34:53.819721,,,,,,
-4524.722222222221,0.6634204312890623,719,1.375,0.20833333333333334,3510,0,41.72919850356058,8,2026-05-18T06:36:07.159501,,,,,,
-4734.777777777773,0.6302494097246091,719,1.4222222222222223,0.20833333333333334,3509,0,40.083592413529566,9,2026-05-18T06:37:19.995422,,,,,,
-4502.38888888889,0.5987369392383786,719,0.5617977528089888,0.18055555555555555,3511,0,40.73787046705731,10,2026-05-18T06:39:32.389725,-2719.333333333336,0.0,0.7558139534883721,0.25,3514.0,0.0
