reward,epsilon,steps,avg_delay,avg_queue,loss_total,loss_rl,loss_pred,episode,timestamp
-6967.0,0.997,719,0.717391304347826,0.1875,83.78221810154798,81.32497244346433,8.190818906193826,1,2026-03-12T03:18:19.505937
-5726.25,0.994009,719,0.2978723404255319,0.15625,65.39101620012265,63.180559503186565,7.368188811608581,2,2026-03-12T03:18:41.836943
-5171.5,0.991026973,719,0.07142857142857142,0.03125,65.95108970780035,64.4145525241263,5.121790427989191,3,2026-03-12T03:19:03.628030
