reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp
-5533.999999999997,0.997,719,0.9361702127659575,0.2361111111111111,3505,0,105.49651386098164,105.49375056057441,0.009210940052914183,1,2026-05-10T09:23:58.328902
-6012.055555555557,0.994009,719,0.16666666666666666,0.06944444444444445,3510,0,59.37727378770937,59.37501836784692,0.007518000633265403,2,2026-05-10T09:25:42.808949
-6284.666666666671,0.991026973,719,5.010869565217392,0.5138888888888888,3508,0,62.941725512041664,62.939494343891596,0.007437139409510043,3,2026-05-10T09:27:10.609702
-5911.444444444438,0.988053892081,719,0.78125,0.1527777777777778,3504,0,65.0624689677826,65.06031509632858,0.007179327118074488,4,2026-05-10T09:28:35.888803
-5604.1666666666715,0.985089730404757,719,2.2247191011235956,0.3055555555555556,3511,0,78.23857659457954,78.23644295322381,0.007111359108498473,5,2026-05-10T09:30:01.536789
-5734.0555555555575,0.9821344612135428,719,0.5666666666666667,0.125,3509,0,75.5397267560468,75.53761674565301,0.0070335110688325595,6,2026-05-10T09:31:26.566579
-6128.0555555555575,0.9791880578299021,719,2.5416666666666665,0.3333333333333333,3504,0,72.53589756399269,72.53378866776637,0.0070297149695217696,7,2026-05-10T09:32:52.219877
-5582.833333333332,0.9762504936564125,719,2.752808988764045,0.3333333333333333,3510,0,69.29407933623801,69.29198745494095,0.0069725764215883695,8,2026-05-10T09:34:17.618717
-5905.444444444446,0.9733217421754432,719,0.673469387755102,0.16666666666666666,3502,0,71.81629368194453,71.81421245951645,0.006937451009743527,9,2026-05-10T09:35:42.996006
-5593.111111111101,0.9704017769489168,719,0.4574468085106383,0.09722222222222222,3505,0,67.77031204796633,67.76824049226764,0.006905253297844915,10,2026-05-10T09:37:08.365050
-5202.888888888888,0.9674905716180701,719,1.34375,0.3055555555555556,3504,0,65.8233514395808,65.82128509924706,0.006887760296365523,11,2026-05-10T09:38:33.290770
-6221.1111111111095,0.9645880999032158,719,0.8588235294117647,0.1527777777777778,3515,0,66.12920297933056,66.12714145644483,0.00687154829670495,12,2026-05-10T09:39:59.477074
-6151.05555555556,0.9616943356035061,719,0.8390804597701149,0.18055555555555555,3513,1,65.98508352032954,65.98302440616783,0.006863521263702813,13,2026-05-10T09:41:25.077981
-5283.277777777776,0.9588092525966956,719,0.9787234042553191,0.1527777777777778,3505,0,64.9197493169835,64.91769113129469,0.00686095102517885,14,2026-05-10T09:42:50.682020
-5700.500000000001,0.9559328248389055,719,0.5151515151515151,0.18055555555555555,3501,0,62.48420120578814,62.482158109110486,0.00681048875703102,15,2026-05-10T09:44:16.980864
-5437.777777777774,0.9530650263643888,719,2.0681818181818183,0.2361111111111111,3512,0,61.68775208304754,61.68572631963271,0.006752527734687,16,2026-05-10T09:45:42.367286
-5563.388888888891,0.9502058312852957,719,0.7142857142857143,0.1527777777777778,3508,0,63.793937699022145,63.79191258288557,0.0067505499766427135,17,2026-05-10T09:47:07.638719
-5414.888888888896,0.9473552137914398,719,2.3684210526315788,0.2638888888888889,3504,0,63.12525865133018,63.12323831550269,0.006734630627290803,18,2026-05-10T09:48:33.083498
-5494.222222222221,0.9445131481500655,719,2.372340425531915,0.3055555555555556,3506,0,62.21687235188915,62.21485373771572,0.006728670057893753,19,2026-05-10T09:49:59.032843
-5592.555555555557,0.9416796087056153,719,1.3956043956043955,0.20833333333333334,3509,0,60.87831173553255,60.8762981377656,0.006711802133184149,20,2026-05-10T09:51:24.523808
-5030.888888888885,0.9388545698794984,719,1.3522727272727273,0.2222222222222222,3511,0,61.465903116366796,61.46388713640364,0.006719842860125451,21,2026-05-10T09:52:50.198434
-4971.72222222222,0.93603800616986,719,2.3222222222222224,0.2222222222222222,3510,0,60.16938583310357,60.16738721823659,0.006662119805595225,22,2026-05-10T09:54:17.158159
-4874.944444444441,0.9332298921513504,719,0.5172413793103449,0.1111111111111111,3513,1,60.280760657638105,60.278768632276005,0.0066406021544888555,23,2026-05-10T09:55:45.075440
-5536.888888888882,0.9304302024748964,719,2.7176470588235295,0.2638888888888889,3514,0,59.45593586153712,59.453936063530385,0.006665603174816335,24,2026-05-10T09:57:12.675875
