reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-43.0541,0.768,719,1.4084,2.4524,4599,4599,5243,644,0,0,0,0.0,0,0,2.2675,10.6108,2.6083,5.2857,531.9444,671.0,39,0,0,A1,129.0,1826.0,1,13,0,W_A0A1_1,81.0,1336.0,0.0039,0.0023,0.0314,1,2026-05-27T09:55:36.539662,,,,,,,,,,,,
-42.7004,0.7373,719,1.1264,2.3095,4635,4635,5331,696,0,0,0,0.0,0,0,2.1518,7.0975,2.7019,5.619,535.1391,697.0,56,0,0,A1,141.0,1815.0,1,28,1,W_A0A1_1,78.0,1052.0,0.0035,0.0022,0.0247,2,2026-05-27T10:03:55.082672,,,,,,,,,,,,
-41.6554,0.7078,719,1.7132,3.2619,4739,4739,5499,760,0,0,0,0.0,0,0,1.8659,8.4835,2.596,6.119,591.4075,795.0,69,0,0,A2,197.0,6110.0,0,23,0,A1A2_1,120.0,3618.0,0.0032,0.0022,0.0207,3,2026-05-27T10:12:55.761528,,,,,,,,,,,,
-37.4364,0.6795,719,1.9633,3.2619,4738,4738,5420,682,0,0,0,0.0,0,0,1.897,9.5032,2.3623,5.0238,534.7858,701.0,22,0,0,A3,116.0,1971.0,1,33,1,A2A3_1,55.0,953.0,0.0038,0.0029,0.019,4,2026-05-27T10:21:02.037959,,,,,,,,,,,,
-47.042,0.6523,719,1.354,2.4048,4743,4743,5435,692,0,0,0,1.0,0,0,2.2537,12.4681,2.7478,6.3333,587.9791,724.0,111,0,0,A3,145.0,5823.0,0,13,0,A2A3_1,88.0,3691.0,0.0046,0.0037,0.0179,5,2026-05-27T10:37:00.897075,-26.5568,0.0,0.7328,1.4048,5147.0,0.0,0.0,0.0,1.2253,11.1387,1.6647,4.2381
-39.4589,0.6262,719,1.7259,2.6429,4710,4710,5414,704,0,0,0,0.0,0,0,1.9651,10.9715,2.4357,4.8333,542.8345,727.0,0,0,0,A1,127.0,1610.0,1,18,1,W_A0A1_1,80.0,1297.0,0.0051,0.0043,0.0172,6,2026-05-27T10:45:16.462281,,,,,,,,,,,,
-38.6025,0.6012,719,1.4314,2.8333,4724,4724,5475,751,0,0,0,0.0,0,0,1.9681,13.3503,2.3304,5.2143,538.5647,757.0,15,0,0,A3,139.0,3631.0,1,18,1,A2A3_1,73.0,2504.0,0.0055,0.0047,0.0166,7,2026-05-27T10:53:23.944661,,,,,,,,,,,,
-37.6082,0.5771,719,0.7621,1.8333,4755,4755,5457,702,0,0,0,0.0,0,0,1.8758,9.846,2.3638,5.7857,540.2698,777.0,35,0,0,A1,127.0,1467.0,1,18,1,W_A0A1_1,61.0,904.0,0.007,0.0062,0.0161,8,2026-05-27T11:01:50.917876,,,,,,,,,,,,
-33.3688,0.554,719,0.3187,1.2143,4814,4814,5520,706,0,0,0,0.0,0,0,1.6134,6.3281,2.1841,4.4048,535.007,726.0,0,0,0,A2,115.0,1687.0,1,13,1,A1A2_1,79.0,1185.0,0.0076,0.0068,0.0156,9,2026-05-27T11:10:04.158550,,,,,,,,,,,,
-37.5385,0.5319,719,0.6788,1.5476,4845,4845,5533,688,0,1,1,0.0,0,0,1.8444,10.2166,2.2788,5.619,544.3366,776.0,36,0,0,A1,133.0,1919.0,0,18,0,W_A0A1_1,97.0,1599.0,0.008,0.0072,0.0153,10,2026-05-27T11:25:28.719263,-40.0968,0.0,1.054,2.5238,5186.0,0.0,0.0,0.0,1.926,15.5074,1.9143,5.6667
-34.8855,0.5106,719,1.6125,2.4762,4869,4869,5607,738,0,0,0,0.0,0,0,1.5952,4.5445,2.2679,5.2381,567.1738,791.0,33,0,0,A1,106.0,1069.0,0,43,0,W_A0A1_1,63.0,498.0,0.0089,0.0081,0.0151,11,2026-05-27T11:34:15.230143,,,,,,,,,,,,
-36.2871,0.4902,719,1.4337,3.3095,4763,4763,5464,701,0,0,0,0.0,0,0,1.7794,11.4511,2.3074,4.9524,559.9221,735.0,15,0,0,A2,134.0,4984.0,1,13,1,A1A2_1,86.0,3561.0,0.0098,0.0091,0.0149,12,2026-05-27T11:42:52.704404,,,,,,,,,,,,
-42.4353,0.4706,719,1.6545,3.6429,4802,4802,5598,796,0,0,0,0.0,0,0,2.1563,14.5248,2.3462,5.4762,559.6773,798.0,70,0,0,A2,141.0,6357.0,0,23,0,A1A2_1,69.0,3612.0,0.0102,0.0094,0.0146,13,2026-05-27T11:51:13.290469,,,,,,,,,,,,
-35.0481,0.4517,719,0.8885,2.6429,4883,4883,5654,771,0,0,0,0.0,0,0,1.688,9.2941,2.1468,5.8095,539.7955,775.0,38,0,0,A2,158.0,5071.0,0,18,0,A1A2_1,101.0,3332.0,0.0106,0.0098,0.0145,14,2026-05-27T11:59:30.471751,,,,,,,,,,,,
-32.7753,0.4337,719,0.6564,1.9048,4927,4927,5672,745,0,0,0,0.0,0,0,1.576,10.7733,2.0688,4.7857,537.6732,745.0,18,0,0,A3,151.0,5388.0,1,13,0,A2A3_1,88.0,3143.0,0.0124,0.0116,0.0144,15,2026-05-27T12:15:34.735829,-32.9935,0.0,0.7845,2.1667,5155.0,0.0,0.0,0.0,1.5911,18.4283,1.8276,4.2619
