reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-24.627,0.784,719,0.9568,2.4524,4041,4041,4666,625,0,0,0,0.0,0,0,1.0514,5.6784,1.8613,4.0476,564.3422,710.0,0,0,0,A2,97.0,1347.0,1,23,1,A3A2_1,66.0,914.0,0.0009,1,2026-06-02T15:37:07.324604,,,,,,,,,,,,
-21.9089,0.7683,719,0.5375,1.3095,4131,4131,4678,547,0,0,0,0.0,0,0,1.0912,4.9335,1.6513,4.5714,456.854,566.0,0,0,0,A2,86.0,1862.0,1,43,1,A3A2_1,45.0,961.0,0.0006,2,2026-06-02T15:38:56.068637,,,,,,,,,,,,
-18.9097,0.753,719,1.0969,2.4048,4133,4133,4711,578,0,0,0,0.0,0,0,0.8649,3.1828,1.476,3.5476,470.6718,601.0,0,0,0,A2,74.0,821.0,1,28,1,A3A2_1,45.0,457.0,0.0003,3,2026-06-02T15:40:52.876886,,,,,,,,,,,,
-19.4233,0.7379,719,0.6647,1.5,4219,4219,4720,501,0,0,0,0.0,0,0,0.9786,3.4774,1.4984,3.1429,441.7761,517.0,0,0,0,A3,75.0,696.0,1,23,1,E_A4A3_1,51.0,460.0,0.0004,4,2026-06-02T15:42:52.943717,,,,,,,,,,,,
-17.7399,0.7231,719,3.3165,2.881,4289,4289,4785,496,0,0,0,0.0,0,0,0.9545,6.3959,1.3275,4.2619,411.7956,509.0,0,0,0,A3,91.0,1129.0,1,33,1,E_A4A3_1,62.0,806.0,0.0005,5,2026-06-02T15:46:48.247520,-19.2116,0.0,1.1041,1.1429,5018.0,0.0,0.0,0.0,1.3292,22.0,1.027,4.9762
-21.2076,0.7087,719,1.3183,2.3333,4263,4263,4794,531,0,0,0,0.0,0,0,0.9932,5.1075,1.5906,4.0476,490.3505,670.0,0,0,0,A2,101.0,757.0,1,13,0,A3A2_1,62.0,391.0,0.0005,6,2026-06-02T15:50:59.063983,,,,,,,,,,,,
-21.7938,0.6945,719,1.1017,1.9762,4324,4324,4855,531,0,0,0,0.0,0,0,1.0084,5.5928,1.6091,4.0,500.4979,625.0,0,0,0,A2,130.0,1564.0,0,3,0,A3A2_1,90.0,1063.0,0.0006,7,2026-06-02T15:55:07.231274,,,,,,,,,,,,
-19.3997,0.6806,719,1.4385,2.0238,4303,4303,4807,504,0,0,0,0.0,0,0,0.9982,4.1637,1.4668,3.119,438.4423,520.0,0,0,0,A2,74.0,986.0,1,18,1,A3A2_1,45.0,715.0,0.0008,8,2026-06-02T15:58:47.435967,,,,,,,,,,,,
-18.1233,0.667,719,0.6431,1.6429,4368,4368,4878,510,0,0,0,0.0,0,0,0.8329,3.5302,1.3954,3.6667,475.9054,601.0,0,0,0,A3,99.0,1178.0,1,28,1,E_A4A3_1,60.0,777.0,0.0008,9,2026-06-02T16:02:40.758808,,,,,,,,,,,,
-18.2671,0.6537,719,1.0171,1.9524,4329,4329,4856,527,0,0,0,0.0,0,0,0.8355,5.2597,1.4239,3.6667,484.395,598.0,0,0,0,A3,72.0,1430.0,1,43,1,E_A4A3_1,48.0,952.0,0.0009,10,2026-06-02T16:10:36.326194,-13.6622,0.0,0.5436,1.0238,4531.0,0.0,0.0,0.0,0.585,1.8354,1.0675,2.5476
-21.5894,0.6406,719,0.6081,1.9524,4206,4206,4775,569,0,0,0,0.0,0,0,1.0325,6.3894,1.6073,3.8571,477.9833,613.0,0,0,0,A3,103.0,1281.0,0,3,0,E_A4A3_1,70.0,976.0,0.0009,11,2026-06-02T16:14:54.323579,,,,,,,,,,,,
-18.4953,0.6278,719,1.5045,1.9762,4207,4207,4762,555,0,0,0,0.0,0,0,0.805,2.7189,1.4422,3.4048,499.9124,600.0,0,0,0,A2,70.0,734.0,1,28,1,A3A2_1,33.0,348.0,0.001,12,2026-06-02T16:19:15.066703,,,,,,,,,,,,
-20.176,0.6152,719,0.4156,0.9048,4212,4212,4763,551,0,0,0,0.0,0,0,0.8944,3.8445,1.5637,4.4524,494.6829,590.0,0,0,0,A3,130.0,1324.0,1,33,1,E_A4A3_1,81.0,916.0,0.001,13,2026-06-02T16:23:20.310864,,,,,,,,,,,,
-16.4918,0.6029,719,0.2066,0.7857,4307,4307,4854,547,0,0,0,0.0,0,0,0.7202,2.9461,1.3227,3.2857,478.3463,601.0,0,0,0,A3,78.0,454.0,1,13,1,E_A4A3_1,50.0,294.0,0.001,14,2026-06-02T16:27:11.298567,,,,,,,,,,,,
-17.0396,0.5909,719,0.9362,1.5714,4386,4386,4903,517,0,0,0,0.0,0,0,0.7544,3.9286,1.3257,3.5238,486.3783,606.0,0,0,0,A2,90.0,1825.0,1,43,1,A3A2_1,53.0,1030.0,0.0011,15,2026-06-02T16:34:22.441916,-20.0569,0.0,0.5755,0.9286,4836.0,0.0,5.0,5.0,1.1834,20.0892,1.1145,4.6667
-18.6651,0.579,719,0.5231,0.8571,4397,4397,4894,497,0,0,0,0.0,0,0,0.9111,5.6643,1.3848,2.9762,462.548,571.0,0,0,0,A2,79.0,1882.0,1,13,0,A3A2_1,43.0,1084.0,0.0012,16,2026-06-02T16:38:04.029611,,,,,,,,,,,,
-16.1517,0.5675,719,0.6109,1.2143,4475,4475,4917,442,0,0,0,0.0,0,0,0.7422,3.4324,1.2616,3.0952,463.8234,582.0,0,0,0,A3,74.0,1203.0,1,33,1,E_A4A3_1,44.0,790.0,0.0012,17,2026-06-02T16:41:43.366134,,,,,,,,,,,,
-16.4407,0.5561,719,0.9525,1.5,4483,4483,4967,484,0,0,0,0.0,0,0,0.8015,4.0,1.2657,3.0476,448.5466,564.0,0,0,0,A3,80.0,1423.0,1,38,1,E_A4A3_1,53.0,975.0,0.0012,18,2026-06-02T16:45:14.525836,,,,,,,,,,,,
-16.7916,0.545,719,1.8015,2.1667,4448,4448,4977,529,0,0,0,0.0,0,0,0.7567,2.1077,1.3227,2.7857,474.2795,575.0,0,0,0,A3,62.0,799.0,1,28,1,E_A4A3_1,36.0,420.0,0.0012,19,2026-06-02T16:49:02.210765,,,,,,,,,,,,
-15.8826,0.5341,719,0.6876,1.3333,4475,4475,5016,541,0,0,0,0.0,0,0,0.726,2.5418,1.2441,2.8095,463.8526,592.0,0,0,0,A1,53.0,708.0,1,28,1,A2A1_1,34.0,427.0,0.0012,20,2026-06-02T16:55:42.225795,-12.1539,0.0,0.6767,1.5714,4956.0,0.0,0.0,0.0,0.612,2.9182,0.939,2.7143
-16.2239,0.5234,719,0.9339,1.2857,4428,4428,4927,499,0,0,0,0.0,0,0,0.716,2.3864,1.2914,2.9048,471.9778,609.0,0,0,0,A2,77.0,933.0,0,3,0,A3A2_1,54.0,800.0,0.0012,21,2026-06-02T16:59:28.861750,,,,,,,,,,,,
-17.5713,0.5129,719,0.2229,0.6429,4408,4408,4879,471,0,0,0,0.0,0,0,0.8026,4.0624,1.3676,3.7619,484.1168,605.0,0,0,0,A1,90.0,1856.0,1,43,1,A2A1_1,52.0,1085.0,0.0013,22,2026-06-02T17:03:21.068087,,,,,,,,,,,,
-17.5794,0.5027,719,0.7401,1.619,4489,4489,5020,531,0,0,0,0.0,0,0,0.7633,3.867,1.3682,3.3571,494.7802,610.0,0,0,0,A2,60.0,549.0,1,13,0,A3A2_1,45.0,432.0,0.0013,23,2026-06-02T17:07:27.386796,,,,,,,,,,,,
-16.1922,0.4926,719,2.6126,2.4762,4370,4370,4894,524,0,0,0,0.0,0,0,0.7417,3.0411,1.2745,3.2857,459.4562,610.0,0,0,0,A3,70.0,1216.0,1,38,1,E_A4A3_1,34.0,673.0,0.0013,24,2026-06-02T17:11:09.508513,,,,,,,,,,,,
-16.0805,0.4828,719,0.6151,1.0,4518,4518,5061,543,0,0,0,0.0,0,0,0.6765,2.5293,1.2833,2.4524,501.0834,612.0,0,0,0,A1,55.0,712.0,1,28,1,A2A1_1,35.0,433.0,0.0013,25,2026-06-02T17:18:37.428430,-11.9008,0.0,0.4576,0.5238,4843.0,0.0,0.0,0.0,0.5011,1.6547,0.9458,2.0238
-15.3761,0.4731,719,0.4641,1.0476,4516,4516,5031,515,0,0,0,0.0,0,0,0.6633,2.9982,1.229,2.9524,478.4381,618.0,0,0,0,A3,76.0,1336.0,1,38,1,E_A4A3_1,45.0,790.0,0.0013,26,2026-06-02T17:22:32.043099,,,,,,,,,,,,
-17.0395,0.4637,719,0.8615,1.5476,4331,4331,4858,527,0,0,0,0.0,0,0,0.7796,4.4181,1.3111,3.1429,477.2003,587.0,0,0,0,A3,82.0,792.0,0,3,0,E_A4A3_1,60.0,690.0,0.0013,27,2026-06-02T17:26:31.618785,,,,,,,,,,,,
-15.5003,0.4544,719,0.7302,1.3095,4483,4483,4976,493,0,0,0,0.0,0,0,0.7031,2.4051,1.2258,2.7143,469.872,589.0,0,0,0,A3,60.0,879.0,0,13,0,E_A4A3_1,40.0,690.0,0.0013,28,2026-06-02T17:30:19.105797,,,,,,,,,,,,
-14.424,0.4453,719,0.701,1.0,4498,4498,4993,495,0,0,0,0.0,0,0,0.6676,2.0947,1.1648,2.3571,443.9833,548.0,0,0,0,A3,51.0,461.0,1,13,0,E_A4A3_1,35.0,354.0,0.0013,29,2026-06-02T17:33:47.855819,,,,,,,,,,,,
-16.014,0.4364,719,1.2175,2.4524,4450,4450,4988,538,0,0,0,0.0,0,0,0.7314,2.9263,1.2612,3.3571,471.548,569.0,0,0,0,A3,66.0,643.0,1,23,1,E_A4A3_1,37.0,352.0,0.0013,30,2026-06-02T17:40:56.724219,-11.1578,0.0,0.3961,0.9286,4919.0,0.0,0.0,0.0,0.4816,1.6106,0.9153,2.0238
-15.3741,0.4277,719,0.5485,1.1429,4491,4491,4996,505,0,0,0,0.0,0,0,0.6555,3.4894,1.2324,3.0238,489.4034,616.0,0,0,0,A3,83.0,999.0,1,18,1,E_A4A3_1,55.0,789.0,0.0013,31,2026-06-02T17:45:01.889933,,,,,,,,,,,,
-15.2795,0.4191,719,0.6614,1.1905,4552,4552,4995,443,0,0,0,0.0,0,0,0.773,3.6565,1.1836,2.7381,421.4131,519.0,0,0,0,A3,69.0,1031.0,1,33,1,E_A4A3_1,38.0,592.0,0.0013,32,2026-06-02T17:48:23.272413,,,,,,,,,,,,
-15.7299,0.4107,719,0.75,1.6905,4626,4626,5110,484,0,0,0,0.0,0,0,0.7505,3.1073,1.2232,3.1667,434.8122,553.0,0,0,0,A3,66.0,603.0,1,23,1,E_A4A3_1,38.0,342.0,0.0013,33,2026-06-02T17:51:46.365028,,,,,,,,,,,,
-14.4483,0.4025,719,0.4076,1.0952,4629,4629,5078,449,0,0,0,0.0,0,0,0.6813,2.4504,1.1678,2.6667,435.6189,542.0,0,0,0,A3,62.0,676.0,0,18,0,E_A4A3_1,49.0,581.0,0.0012,34,2026-06-02T17:55:12.594167,,,,,,,,,,,,
-14.7883,0.3945,719,0.3954,0.4286,4520,4520,5046,526,0,0,0,0.0,0,0,0.6408,2.5406,1.1838,2.9524,481.7024,621.0,0,0,0,A3,59.0,857.0,0,13,1,E_A4A3_1,41.0,625.0,0.0012,35,2026-06-02T18:01:54.378315,-11.1269,0.0,0.1776,0.381,4969.0,0.0,0.0,0.0,0.5439,1.4273,0.8867,1.881
-14.3656,0.3866,719,0.4355,1.0714,4557,4557,5076,519,0,0,0,0.0,0,0,0.6078,2.3013,1.1529,2.881,484.2768,605.0,0,0,0,A2,51.0,345.0,0,3,0,A3A2_1,36.0,277.0,0.0012,36,2026-06-02T18:05:44.764541,,,,,,,,,,,,
-14.5253,0.3788,719,0.6486,1.2619,4639,4639,5120,481,0,0,0,0.0,0,0,0.6436,2.4826,1.1521,3.2381,463.3102,581.0,0,0,0,A2,73.0,598.0,0,3,0,A3A2_1,53.0,448.0,0.0013,37,2026-06-02T18:09:28.259916,,,,,,,,,,,,
-13.4977,0.3713,719,1.1284,1.8571,4679,4679,5193,514,0,0,0,0.0,0,0,0.6168,2.2505,1.0934,2.5476,438.4075,535.0,0,0,0,A2,55.0,758.0,1,28,1,A3A2_1,26.0,343.0,0.0012,38,2026-06-02T18:12:52.336998,,,,,,,,,,,,
-14.2892,0.3638,719,0.5268,0.9762,4652,4652,5119,467,0,0,0,0.0,0,0,0.6501,2.4536,1.1376,2.2857,452.5271,560.0,0,0,0,A3,65.0,529.0,1,13,0,E_A4A3_1,44.0,413.0,0.0012,39,2026-06-02T18:16:31.821378,,,,,,,,,,,,
