reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-4022.066527777778,719,1337.7265,11.8611,2425,0,1,2026-07-13T12:57:33.503831
-3675.8086111111115,719,1352.4548,10.7361,2472,0,2,2026-07-13T12:59:19.399849
-7750.736435185186,719,1968.7864,11.2083,1912,0,3,2026-07-13T13:01:25.717390
-520.1570601851852,719,410.1268,11.9722,3474,0,4,2026-07-13T13:04:20.418784
