reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-6534.388888888889,0.99,719,3.094736842105263,0.3194444444444444,3505,0,156.32352352142334,1,2026-05-18T05:25:43.436901,,,,,,
-1344167.3333333335,0.9801,719,529.3449367088608,8.125,2906,0,4641266.146660005,2,2026-05-18T05:31:42.260515,,,,,,
-6338.555555555554,0.9702989999999999,719,1.2386363636363635,0.2361111111111111,3510,0,55518501.6254713,3,2026-05-18T05:33:51.566243,,,,,,
-6381.166666666662,0.96059601,719,0.8229166666666666,0.18055555555555555,3503,0,35023148.98590165,4,2026-05-18T05:35:04.267059,,,,,,
-6725.888888888883,0.9509900498999999,719,1.8229166666666667,0.3888888888888889,3504,0,24325946.099182893,5,2026-05-18T05:36:16.146610,,,,,,
-6402.833333333327,0.9414801494009999,719,0.8125,0.1527777777777778,3503,0,15858844.435478963,6,2026-05-18T05:37:28.416647,,,,,,
-29754481.777777795,0.9320653479069899,719,1451.0531578947368,26.09722222222222,1147,0,119132223.14684023,7,2026-05-18T05:40:49.512922,,,,,,
-6274.833333333328,0.92274469442792,719,1.372340425531915,0.2361111111111111,3506,0,743746021.5827538,8,2026-05-18T05:43:34.269385,,,,,,
-6484.944444444443,0.9135172474836407,719,2.0851063829787235,0.2777777777777778,3506,0,537163280.2510431,9,2026-05-18T05:44:45.718253,,,,,,
-6959.1111111111095,0.9043820750088043,719,0.7857142857142857,0.19444444444444445,3501,0,386023439.6095271,10,2026-05-18T05:47:19.140875,-38994.55555555553,0.0,11.035460992907801,0.9305555555555556,3459.0,0.0
