reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-186.57905864197534,719,9.3908,5.0,4379,0,1,2026-05-28T16:54:23.738029
-207.8497222222221,719,9.728,4.2619,4356,0,2,2026-05-28T16:55:07.409417
-197.17216049382722,719,22.1702,3.6667,4391,0,3,2026-05-28T16:55:51.144041
-204.67695987654332,719,39.2981,6.2619,4375,0,4,2026-05-28T16:56:35.072055
-169.7020370370371,719,12.4696,4.5476,4398,0,5,2026-05-28T16:57:19.414399
