reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp
-33.2684,0.784,719,0.8507,2.1667,4971,4971,5701,730,0,0,0,1.0,0,0,1.6118,8.3513,2.1037,5.2619,554.6384,730.0,469,0,0,A3,117.0,4742.0,0,32,0,A2A3_1,64.0,2665.0,0.004,0.0023,0.0339,1,2026-05-25T22:01:19.373492
-32.2483,0.7683,719,0.7493,1.7143,4949,4949,5711,762,0,0,0,1.0,0,0,1.5368,6.2707,2.0717,5.5238,555.7121,762.0,477,0,0,A1,130.0,2576.0,1,42,1,W_A0A1_1,62.0,1384.0,0.0031,0.0018,0.0264,2,2026-05-25T22:06:20.580432
-34.8083,0.753,719,2.133,3.1429,4914,4914,5598,684,0,0,0,1.0,0,0,1.6281,8.5022,2.2412,5.4286,568.4478,775.0,395,0,0,A2,135.0,3446.0,1,12,0,A1A2_1,76.0,1959.0,0.0029,0.0016,0.0251,3,2026-05-25T22:11:45.367176
