reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp
-5953.72222222223,0.997,719,0.8043478260869565,0.1527777777777778,3508,0,167.98072079332863,1,2026-05-10T19:17:35.644652
-5715.111111111111,0.994009,719,0.48936170212765956,0.18055555555555555,3506,0,84.43663569783303,2,2026-05-10T19:18:36.719170
-5694.777777777775,0.991026973,719,0.5858585858585859,0.125,3501,0,36.59362114918248,3,2026-05-10T19:19:14.047091
-6176.277777777775,0.988053892081,719,1.030612244897959,0.20833333333333334,3502,0,18.829403053570193,4,2026-05-10T19:19:53.448440
-6195.555555555552,0.985089730404757,719,0.4842105263157895,0.19444444444444445,3504,0,18.10973327912608,5,2026-05-10T19:20:30.612002
-5742.055555555552,0.9821344612135428,719,0.59375,0.19444444444444445,3504,0,18.856557981361103,6,2026-05-10T19:21:06.591423
-5473.2777777777765,0.9791880578299021,719,1.4042553191489362,0.2638888888888889,3506,0,20.80405247493314,7,2026-05-10T19:21:40.915984
-6001.444444444449,0.9762504936564125,719,3.2093023255813953,0.3194444444444444,3514,0,22.67131142357626,8,2026-05-10T19:22:15.709365
-5877.166666666675,0.9733217421754432,719,1.15625,0.19444444444444445,3503,0,22.80439098023904,9,2026-05-10T19:22:51.386967
-5705.388888888888,0.9704017769489168,719,1.3146067415730338,0.19444444444444445,3511,0,23.766690864350767,10,2026-05-10T19:23:26.404786
-5312.555555555552,0.9674905716180701,719,1.3157894736842106,0.20833333333333334,3505,0,24.06699905077174,11,2026-05-10T19:24:01.270069
-5205.611111111101,0.9645880999032158,719,0.7142857142857143,0.20833333333333334,3509,0,24.814780784415934,12,2026-05-10T19:24:36.737670
-5701.38888888889,0.9616943356035061,719,0.30434782608695654,0.1111111111111111,3507,0,24.86915781368632,13,2026-05-10T19:25:14.166336
-5800.611111111105,0.9588092525966956,719,1.7415730337078652,0.2638888888888889,3510,0,26.16032572283367,14,2026-05-10T19:29:15.618807
-4980.444444444444,0.9559328248389055,719,0.5666666666666667,0.18055555555555555,3510,0,25.151779627103632,15,2026-05-10T19:32:04.667113
-5697.833333333334,0.9530650263643888,719,0.9891304347826086,0.2222222222222222,3507,0,24.985976125003564,16,2026-05-10T19:32:39.915399
-5090.611111111118,0.9502058312852957,719,0.3977272727272727,0.125,3511,0,24.85548679155501,17,2026-05-10T19:33:13.010512
-5395.500000000006,0.9473552137914398,719,0.8222222222222222,0.20833333333333334,3510,0,23.88392518856595,18,2026-05-10T19:33:45.690488
-5053.611111111106,0.9445131481500655,719,2.2526315789473683,0.2916666666666667,3505,0,25.018407508627263,19,2026-05-10T19:34:18.103883
-5640.8333333333385,0.9416796087056153,719,2.793103448275862,0.2638888888888889,3513,0,24.899006446976323,20,2026-05-10T19:34:50.257946
-5300.777777777785,0.9388545698794984,719,1.4731182795698925,0.25,3506,0,24.614083806065757,21,2026-05-10T19:35:23.101335
-5370.500000000002,0.93603800616986,719,0.9239130434782609,0.1527777777777778,3507,0,25.27093343243977,22,2026-05-10T19:35:55.421399
-5869.388888888894,0.9332298921513504,719,1.0224719101123596,0.2222222222222222,3510,0,25.455834745531785,23,2026-05-10T19:36:30.887822
-4911.27777777777,0.9304302024748964,719,0.5060240963855421,0.125,3517,0,25.804707324222996,24,2026-05-10T19:37:04.030356
-266842.1111111112,0.9276389118674717,719,289.1224489795918,4.847222222222222,3173,0,8027.674109080902,25,2026-05-10T19:37:39.282336
-5175.666666666663,0.9248559951318693,719,0.5444444444444444,0.18055555555555555,3510,0,314794.2400277765,26,2026-05-10T19:38:12.205854
-5298.61111111111,0.9220814271464737,719,0.7604166666666666,0.19444444444444445,3504,0,328037.8616454505,27,2026-05-10T19:38:45.734281
-5708.777777777781,0.9193151828650342,719,1.5142857142857142,0.3333333333333333,3495,0,310353.3921868904,28,2026-05-10T19:39:18.915971
-4694.944444444441,0.9165572373164391,719,1.2527472527472527,0.2777777777777778,3509,0,349689.4024780443,29,2026-05-10T19:39:51.595621
-4781.555555555552,0.9138075656044898,719,0.5795454545454546,0.125,3512,0,318405.04713842104,30,2026-05-10T19:40:25.087864
-5387.555555555558,0.9110661429076764,719,4.86,0.3333333333333333,3498,1,260002.29414631627,31,2026-05-10T19:40:57.635233
-4860.444444444442,0.9083329444789534,719,0.7362637362637363,0.125,3509,0,291029.4986142966,32,2026-05-10T19:41:29.949482
-5357.94444444445,0.9056079456455165,719,1.2323232323232323,0.3194444444444444,3501,0,228579.13928922193,33,2026-05-10T19:42:02.857564
-4998.666666666668,0.90289112180858,719,0.9347826086956522,0.19444444444444445,3508,0,253275.43276384642,34,2026-05-10T19:42:36.014543
-4677.388888888888,0.9001824484431542,719,0.9130434782608695,0.19444444444444445,3508,0,222131.4663547415,35,2026-05-10T19:43:09.419103
-4633.111111111111,0.8974819010978248,719,1.303370786516854,0.20833333333333334,3510,0,202446.7385241783,36,2026-05-10T19:43:43.630132
-4939.111111111114,0.8947894553945313,719,0.26436781609195403,0.09722222222222222,3512,0,186422.39671902664,37,2026-05-10T19:44:18.732468
-4922.500000000006,0.8921050870283477,719,2.0,0.3611111111111111,3506,1,207402.00197285903,38,2026-05-10T19:44:51.566688
-5163.888888888887,0.8894287717672626,719,0.8977272727272727,0.2222222222222222,3511,0,196414.66115225208,39,2026-05-10T19:45:24.893954
-4532.777777777777,0.8867604854519608,719,0.26136363636363635,0.125,3512,0,167027.65651572894,40,2026-05-10T19:45:57.320343
-4847.777777777769,0.884100203995605,719,0.24719101123595505,0.1111111111111111,3511,0,162441.1662997616,41,2026-05-10T19:46:31.872587
-5138.500000000002,0.8814479033836181,719,0.6206896551724138,0.19444444444444445,3513,0,146009.89864532408,42,2026-05-10T19:47:15.210143
-5073.833333333336,0.8788035596734672,719,0.7380952380952381,0.16666666666666666,3515,0,172062.92472129472,43,2026-05-10T19:47:48.875568
-4580.111111111112,0.8761671489944468,719,0.5,0.1388888888888889,3508,0,143214.49150731933,44,2026-05-10T19:48:21.993728
-4631.277777777788,0.8735386475474635,719,1.9529411764705882,0.2361111111111111,3515,1,160255.1916468704,45,2026-05-10T19:48:55.775428
-4609.277777777775,0.8709180316048211,719,0.16470588235294117,0.05555555555555555,3514,0,156969.2533610799,46,2026-05-10T19:49:30.664674
-4491.777777777775,0.8683052775100066,719,2.134831460674157,0.3055555555555556,3510,0,144349.6613113764,47,2026-05-10T19:50:03.546847
-4468.777777777778,0.8657003616774767,719,1.5402298850574712,0.2777777777777778,3512,0,106262.36920941954,48,2026-05-10T19:50:38.287172
-4609.499999999995,0.8631032605924442,719,0.08641975308641975,0.06944444444444445,3518,0,99974.45957818383,49,2026-05-10T19:51:13.368691
-4444.222222222223,0.860513950810667,719,0.5280898876404494,0.1388888888888889,3510,0,117370.91569000424,50,2026-05-10T19:51:45.991969
-4534.611111111114,0.857932408958235,719,1.1379310344827587,0.2222222222222222,3513,0,96310.3783253045,51,2026-05-10T19:52:32.478726
-4398.500000000003,0.8553586117313603,719,1.4065934065934067,0.2638888888888889,3508,0,109221.16518407936,52,2026-05-10T19:53:06.370094
