reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-15544.333333333345,0.95,719,1.8050314465408805,0.4583333333333333,5220,0,690.4455425448534,1,2026-05-18T16:58:35.680973,,,,,,
-39565.50000000004,0.9025,719,5.050955414012739,0.6666666666666666,5223,0,56678.54795595469,2,2026-05-18T16:59:59.956620,,,,,,
-14816.722222222204,0.8573749999999999,719,0.4394904458598726,0.2777777777777778,5222,0,34557.36366494806,3,2026-05-18T17:01:21.886289,,,,,,
-12714.88888888889,0.8145062499999999,719,0.5225806451612903,0.25,5226,0,24793.643449764757,4,2026-05-18T17:02:44.540914,,,,,,
-12683.16666666665,0.7737809374999999,719,1.5031055900621118,0.5138888888888888,5220,0,22790.984319652405,5,2026-05-18T17:04:07.738639,,,,,,
-20893.944444444438,0.7350918906249998,719,60.723076923076924,1.9444444444444444,5121,0,17004.04964051227,6,2026-05-18T17:05:30.013338,,,,,,
-11330.444444444442,0.6983372960937497,719,1.4569536423841059,0.4166666666666667,5230,0,11659.716307065748,7,2026-05-18T17:06:52.353367,,,,,,
-10325.944444444438,0.6634204312890623,719,1.6496815286624205,0.4583333333333333,5222,0,13793.947037952832,8,2026-05-18T17:08:14.583923,,,,,,
-10993.833333333336,0.6302494097246091,719,0.901840490797546,0.4166666666666667,5216,0,13031.83446696869,9,2026-05-18T17:09:37.159198,,,,,,
-10715.388888888863,0.5987369392383786,719,1.4248366013071896,0.4722222222222222,5228,0,11333.575382704861,10,2026-05-18T17:12:15.198447,-7499.111111111116,0.0,1.105263157894737,0.375,5229.0,0.0
-10107.499999999993,0.5688000922764596,719,0.4423076923076923,0.2638888888888889,5225,0,10529.179363224204,11,2026-05-18T17:13:37.029105,,,,,,
-50910.77777777776,0.5403600876626365,719,4.449275362318841,1.75,5034,0,13204.937811584898,12,2026-05-18T17:15:00.185818,,,,,,
-27048.666666666686,0.5133420832795047,719,1.2040816326530612,0.3611111111111111,5232,0,33729.69704771506,13,2026-05-18T17:16:24.412802,,,,,,
-28252.94444444442,0.48767497911552943,719,0.9668874172185431,0.3472222222222222,5230,0,25763.776524486726,14,2026-05-18T17:17:49.580613,,,,,,
-8683.055555555562,0.46329123015975293,719,2.2662337662337664,0.5555555555555556,5226,0,37944.86802115195,15,2026-05-18T17:19:11.211710,,,,,,
-8453.333333333328,0.44012666865176525,719,0.5666666666666667,0.25,5230,0,30728.226629774494,16,2026-05-18T17:20:31.896793,,,,,,
-71546.61111111112,0.41812033521917696,719,4.206611570247934,1.5555555555555556,5015,0,35131.93610845786,17,2026-05-18T17:21:57.510585,,,,,,
-46633.05555555552,0.3972143184582181,719,2.891891891891892,0.5555555555555556,5232,0,60182.08365657632,18,2026-05-18T17:23:23.327455,,,,,,
-8268.444444444449,0.37735360253530714,719,1.0314465408805031,0.4444444444444444,5221,0,63298.64474351482,19,2026-05-18T17:24:44.309555,,,,,,
-8501.277777777777,0.35848592240854177,719,1.856164383561644,0.5138888888888888,5234,0,61164.22803141842,20,2026-05-18T17:27:20.771202,-7071.888888888883,0.0,1.0335570469798658,0.3194444444444444,5232.0,0.0
-8225.222222222215,0.34056162628811465,719,2.930379746835443,0.625,5222,0,81954.59585651933,21,2026-05-18T17:28:42.653227,,,,,,
-39447.49999999999,0.3235335449737089,719,0.6644736842105263,0.2361111111111111,5229,0,68573.86092842538,22,2026-05-18T17:30:06.689212,,,,,,
-8220.999999999996,0.30735686772502346,719,1.0718954248366013,0.4444444444444444,5228,0,73601.07556929077,23,2026-05-18T17:31:27.282988,,,,,,
-8314.555555555567,0.2919890243387723,719,2.06,0.4444444444444444,5229,0,115492.18425002649,24,2026-05-18T17:32:48.542906,,,,,,
-8024.777777777784,0.27738957312183365,719,1.5165562913907285,0.4027777777777778,5230,0,90836.20679704138,25,2026-05-18T17:34:09.462536,,,,,,
