reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-25.3806,0.768,719,1.5927,2.2381,3987,3987,4564,577,0,0,0,0.0,0,0,1.2716,4.743,1.8156,4.0714,482.395,593.0,0,0,0,A2,91.0,1855.0,1,43,1,A3A2_1,59.0,1137.0,0.0042,0.0025,0.0327,1,2026-06-03T04:55:43.735130,,,,,,,,,,,,
-21.3569,0.7373,719,0.7571,1.619,4115,4115,4646,531,0,0,0,0.0,0,0,1.0446,4.8827,1.5579,3.6905,465.8025,606.0,0,0,0,A3,122.0,1461.0,1,38,1,E_A4A3_1,76.0,766.0,0.0018,0.0008,0.0196,2,2026-06-03T04:59:15.407312,,,,,,,,,,,,
-21.4926,0.7078,719,0.6252,1.6905,4211,4211,4774,563,0,0,0,0.0,0,0,0.9398,3.2621,1.6606,3.7381,503.6036,624.0,0,0,0,A2,76.0,691.0,1,23,1,A3A2_1,48.0,442.0,0.0013,0.0005,0.0168,3,2026-06-03T05:03:00.034475,,,,,,,,,,,,
-20.4691,0.6795,719,0.6868,1.7857,4283,4283,4829,546,0,0,0,0.0,0,0,0.9436,3.9811,1.5626,3.6667,485.7455,596.0,0,0,0,A3,77.0,1188.0,0,3,0,E_A4A3_1,47.0,776.0,0.0013,0.0005,0.0151,4,2026-06-03T05:06:34.225900,,,,,,,,,,,,
-19.3209,0.6523,719,0.8405,1.7857,4416,4416,4905,489,0,0,0,0.0,0,0,0.9111,3.7941,1.4424,3.8095,474.8901,607.0,0,0,0,A2,87.0,1538.0,1,23,1,A3A2_1,59.0,1306.0,0.0013,0.0006,0.014,5,2026-06-03T05:12:20.337761,-13.5513,0.0,0.8222,0.7857,5049.0,0.0,0.0,0.0,0.6819,1.9064,0.924,1.7381
-18.1392,0.6262,719,0.4163,1.0476,4250,4250,4752,502,0,0,0,0.0,0,0,0.9561,3.4419,1.3629,2.9048,423.5591,524.0,0,0,0,A3,67.0,855.0,1,28,1,E_A4A3_1,38.0,481.0,0.0013,0.0006,0.0132,6,2026-06-03T05:15:52.822036,,,,,,,,,,,,
-23.263,0.6012,719,0.5423,1.0,4347,4347,4867,520,0,0,0,0.0,0,0,1.1232,7.6218,1.5586,5.1667,486.9791,632.0,44,0,0,A2,152.0,2175.0,0,28,0,A3A2_1,109.0,1740.0,0.0013,0.0007,0.0125,7,2026-06-03T05:19:55.184579,,,,,,,,,,,,
-16.8891,0.5771,719,0.3846,0.9524,4426,4426,5011,585,0,0,0,0.0,0,0,0.7496,3.2471,1.2836,4.2381,474.5703,609.0,0,0,0,A3,102.0,944.0,1,23,1,E_A4A3_1,67.0,615.0,0.0015,0.0009,0.012,8,2026-06-03T05:23:49.995518,,,,,,,,,,,,
-19.0048,0.554,719,0.5852,1.3571,4475,4475,5015,540,0,0,0,0.0,0,0,0.8584,4.2045,1.426,3.119,493.8553,600.0,0,0,0,A2,90.0,1929.0,0,13,0,A3A2_1,65.0,1571.0,0.0015,0.0009,0.0115,9,2026-06-03T05:27:52.555539,,,,,,,,,,,,
-16.4831,0.5319,719,0.797,1.1905,4584,4584,4978,394,0,0,0,0.0,0,0,0.8428,3.8951,1.2267,2.8333,413.3588,511.0,0,0,0,A3,72.0,780.0,1,13,0,E_A4A3_1,48.0,527.0,0.0015,0.001,0.0112,10,2026-06-03T05:34:20.220502,-13.921,0.0,0.8392,0.9762,5020.0,0.0,0.0,0.0,0.7396,2.1189,0.921,1.8571
