reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-48.2044,0.768,719,8.203,3.1944,4365,4365,4971,606,0,0,0,1.0,0,0,3.099,15.4405,1.7042,4.3194,406.854,618.0,157,0,0,B1,176.0,2469.0,1,22,1,B2B1_1,39.0,743.0,0.0004,1,2026-06-04T13:55:08.780946,,,,,,,,,,,,
-128.0811,0.7373,719,103.5252,9.0556,3949,3949,4684,735,0,6,6,1.0,0,0,11.402,151.0341,2.0762,9.0556,414.0848,735.0,156,0,0,B1,340.0,49627.0,1,2,0,bottom1B0_0,62.0,5945.0,0.0123,2,2026-06-04T13:56:35.370097,,,,,,,,,,,,
-39.0899,0.7078,719,4.9574,3.4722,4332,4332,4943,611,0,1,1,1.0,0,0,2.2527,10.8934,1.5807,4.2778,403.7093,615.0,85,0,0,B1,125.0,1350.0,1,17,1,B2B1_1,28.0,266.0,0.0206,3,2026-06-04T13:57:59.544115,,,,,,,,,,,,
-43.1412,0.6795,719,2.7375,2.3611,4364,4364,4886,522,0,0,0,1.0,0,0,2.8577,19.1515,1.579,3.75,393.5508,557.0,104,0,0,B0,140.0,6166.0,0,12,0,bottom1B0_1,68.0,2945.0,0.0156,4,2026-06-04T13:59:24.175100,,,,,,,,,,,,
-40.4226,0.6523,719,5.1805,3.3472,4357,4357,4961,604,0,1,1,1.0,0,0,2.4027,16.6163,1.5276,4.7917,400.548,609.0,133,0,0,B1,154.0,5600.0,0,2,0,B2B1_1,54.0,3405.0,0.0147,5,2026-06-04T14:02:06.591176,-36.5063,0.0,4.6768,2.0278,4316.0,0.0,0.0,0.0,2.0938,14.796,1.4206,4.2778
-44.1164,0.6262,719,6.4827,3.0694,4346,4346,4866,520,0,0,0,1.0,0,0,2.8238,21.6157,1.5943,4.4306,391.8164,559.0,137,0,0,B0,149.0,8282.0,0,22,0,bottom1B0_1,67.0,3543.0,0.0136,6,2026-06-04T14:03:27.963101,,,,,,,,,,,,
-36.3708,0.6012,719,12.8833,3.9028,4327,4327,4781,454,0,1,1,1.0,0,0,1.9575,12.8833,1.5313,3.9028,412.6384,584.0,7,0,0,B1,140.0,793.0,1,2,1,B0B1_1,24.0,156.0,0.0135,7,2026-06-04T14:04:51.312098,,,,,,,,,,,,
-38.9344,0.5771,719,8.4955,3.5972,4338,4338,4889,551,0,0,0,1.0,0,0,2.4912,17.643,1.5222,3.5972,387.7371,553.0,69,0,0,B0,135.0,5450.0,1,17,1,bottom1B0_0,56.0,2726.0,0.0159,8,2026-06-04T14:06:13.968096,,,,,,,,,,,,
-38.5793,0.554,719,4.5799,2.8194,4371,4371,4928,557,0,0,0,1.0,0,0,2.2563,10.7563,1.5426,3.75,399.2156,572.0,89,0,0,B0,139.0,3595.0,0,17,0,bottom1B0_1,57.0,963.0,0.0167,9,2026-06-04T14:07:37.654175,,,,,,,,,,,,
-43.4413,0.5319,719,6.1009,2.5278,4374,4374,4840,466,0,0,0,1.0,0,0,3.0504,25.1505,1.511,3.8333,387.0654,564.0,157,0,0,B0,133.0,9015.0,0,17,0,bottom1B0_1,61.0,4375.0,0.0168,10,2026-06-04T14:10:20.666096,-32.1414,0.0,2.5521,2.6111,4330.0,0.0,0.0,0.0,1.687,11.2725,1.3405,3.7917
-37.89,0.5106,719,9.9601,4.4167,4310,4310,4886,576,0,1,1,1.0,0,0,2.1843,13.6168,1.5022,4.4722,401.7343,585.0,58,0,0,B1,148.0,2340.0,1,12,0,B2B1_1,51.0,1172.0,0.0176,11,2026-06-04T14:11:41.016098,,,,,,,,,,,,
-38.9126,0.4902,719,7.4585,3.8472,4352,4352,4930,578,0,0,0,1.0,0,0,2.188,11.5547,1.5432,4.3333,409.5466,584.0,87,0,0,B1,139.0,1006.0,1,2,1,A1B1_1,25.0,218.0,0.0187,12,2026-06-04T14:13:04.843174,,,,,,,,,,,,
-40.9766,0.4706,719,6.6599,1.9722,4349,4349,4743,394,0,0,0,1.0,0,0,2.9778,27.1319,1.4379,3.7917,381.3463,547.0,92,0,0,B0,142.0,10105.0,1,12,0,bottom1B0_1,64.0,3235.0,0.0179,13,2026-06-04T14:14:27.922100,,,,,,,,,,,,
-37.9305,0.4517,719,12.2191,4.0972,4325,4325,4932,607,0,0,0,1.0,0,0,2.1342,12.2191,1.4935,4.0972,409.7205,624.0,81,0,0,B1,163.0,4269.0,0,42,0,B2B1_1,53.0,2022.0,0.02,14,2026-06-04T14:15:51.844095,,,,,,,,,,,,
-40.4048,0.4337,719,8.8803,3.4306,4333,4333,4926,593,0,0,0,1.0,0,0,2.2317,17.2003,1.5553,4.875,414.7789,614.0,39,0,0,B1,166.0,4109.0,0,37,0,B2B1_1,51.0,1570.0,0.0218,15,2026-06-04T14:18:34.875246,-35.693,0.0,10.1182,3.3333,4319.0,0.0,1.0,1.0,1.8747,13.8089,1.4151,4.8611
-41.4944,0.4163,719,11.3774,4.1667,4350,4350,4986,636,0,0,0,1.0,0,0,2.336,16.3635,1.5257,4.1944,418.2281,641.0,158,0,0,B1,153.0,3730.0,0,2,0,B2B1_1,53.0,2100.0,0.0212,16,2026-06-04T14:19:57.127239,,,,,,,,,,,,
-35.0167,0.3997,719,9.1582,3.5278,4296,4296,4884,588,0,0,0,1.0,0,0,1.8876,9.1582,1.4476,3.7222,410.3533,588.0,50,0,0,B1,142.0,4153.0,1,2,0,B2B1_1,58.0,2441.0,0.0228,17,2026-06-04T14:21:17.478448,,,,,,,,,,,,
-32.8107,0.3837,719,9.871,3.6944,4307,4307,4780,473,0,0,0,0.0,0,0,1.7089,9.8936,1.4351,3.9167,404.3867,570.0,0,0,0,B0,128.0,2930.0,1,12,0,bottom1B0_1,54.0,1390.0,0.0242,18,2026-06-04T14:22:40.436526,,,,,,,,,,,,
-37.5351,0.3683,719,9.22,3.0417,4356,4356,4856,500,0,1,1,1.0,0,0,2.236,16.3903,1.4732,3.4722,397.765,575.0,81,0,0,B0,160.0,6686.0,0,22,0,bottom1B0_1,67.0,1993.0,0.0246,19,2026-06-04T14:24:03.392446,,,,,,,,,,,,
-41.3056,0.3536,719,23.0688,3.9028,4422,4422,4945,523,0,0,0,1.0,0,0,2.5557,23.5812,1.4751,4.0,405.694,583.0,105,0,0,B1,120.0,2661.0,0,37,0,B2B1_1,49.0,1121.0,0.0259,20,2026-06-04T14:26:46.491244,-34.7409,0.0,12.7741,3.6528,4374.0,0.0,0.0,0.0,1.8354,13.4313,1.3689,3.8472
-37.1734,0.3395,719,6.5431,3.5972,4312,4312,4938,626,0,0,0,1.0,0,0,1.9569,8.4348,1.4968,3.9167,422.0264,635.0,98,0,0,B1,158.0,3627.0,1,12,0,B2B1_1,59.0,2036.0,0.0275,21,2026-06-04T14:28:11.518241,,,,,,,,,,,,
-113.4613,0.3259,719,7.8051,3.7361,4075,4075,4629,554,0,1,1,1.0,0,0,8.1614,128.11,1.959,8.5972,444.4604,740.0,151,0,0,B1,426.0,48001.0,1,42,1,A1B1_1,62.0,7586.0,0.0289,22,2026-06-04T14:29:34.885199,,,,,,,,,,,,
-42.3093,0.3128,719,5.9408,3.625,4335,4335,4977,642,0,1,1,1.0,0,0,2.3636,17.3359,1.5404,4.2222,421.662,664.0,176,0,0,B1,156.0,1382.0,0,2,0,B2B1_1,30.0,386.0,0.0305,23,2026-06-04T14:30:57.698284,,,,,,,,,,,,
-129.637,0.3003,719,6.338,4.0556,4027,4027,4669,642,0,9,9,1.0,0,0,10.3252,179.8395,1.9466,8.2222,436.1085,651.0,139,0,0,B1,365.0,88049.0,0,17,0,right1C1_1,62.0,6776.0,0.0323,24,2026-06-04T14:32:23.140279,,,,,,,,,,,,
-37.5625,0.2883,719,13.2959,3.9722,4324,4324,4956,632,0,1,1,1.0,0,0,2.0777,13.2959,1.4706,3.9722,411.2559,632.0,87,0,0,B1,165.0,3176.0,1,2,0,B2B1_1,46.0,664.0,0.0341,25,2026-06-04T14:35:08.297413,-39.5197,0.0,7.8371,3.1806,4308.0,0.0,0.0,0.0,2.249,12.9283,1.4805,4.4861
-35.8315,0.2768,719,2.9904,2.5972,4363,4363,4886,523,0,0,0,1.0,0,0,1.9925,11.3614,1.4239,3.7222,411.8623,584.0,97,0,0,B1,131.0,2485.0,0,42,0,B2B1_1,55.0,986.0,0.0356,26,2026-06-04T14:36:32.323334,,,,,,,,,,,,
