reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp
-5953.72222222223,0.997,719,0.8043478260869565,0.1527777777777778,3508,0,118.87856774213837,118.87583408123109,0.009112397268437213,1,2026-05-10T09:23:58.893139
-5659.2222222222235,0.994009,719,0.45555555555555555,0.16666666666666666,3510,0,59.783998592838294,59.78176117473915,0.007458267774904387,2,2026-05-10T09:25:42.938183
-5854.944444444445,0.991026973,719,0.594059405940594,0.1527777777777778,3499,0,58.48893837006931,58.48673081696448,0.007358707552348291,3,2026-05-10T09:27:10.631850
-6322.333333333337,0.988053892081,719,0.845360824742268,0.18055555555555555,3503,0,57.00175881418963,56.99959150905901,0.007224403547773316,4,2026-05-10T09:28:35.820961
-6296.388888888887,0.985089730404757,719,0.6979166666666666,0.2222222222222222,3503,0,56.798267104529536,56.79614635037779,0.007069128713154743,5,2026-05-10T09:30:01.323135
-5747.777777777776,0.9821344612135428,719,0.4479166666666667,0.1527777777777778,3504,0,57.73358464141548,57.73147860488573,0.007020085226221111,6,2026-05-10T09:31:27.405881
-5576.77777777778,0.9791880578299021,719,1.4731182795698925,0.25,3507,0,58.235523818099615,58.23343718400088,0.006955115881687618,7,2026-05-10T09:32:53.110382
-5989.277777777782,0.9762504936564125,719,2.7176470588235295,0.3194444444444444,3514,0,61.154258027693494,61.152171085872304,0.006956942764827166,8,2026-05-10T09:34:18.905376
-5997.777777777785,0.9733217421754432,719,0.8817204301075269,0.20833333333333334,3507,1,59.40339897272484,59.40130367995303,0.006984305270767469,9,2026-05-10T09:35:44.030647
-5778.77777777777,0.9704017769489168,719,1.5934065934065933,0.2361111111111111,3509,0,58.9894125385311,58.9873321968259,0.006934607593194997,10,2026-05-10T09:37:08.827387
-5438.833333333338,0.9674905716180701,719,1.4042553191489362,0.2361111111111111,3506,0,57.871421299325576,57.8693531975461,0.006893332073560842,11,2026-05-10T09:38:33.885505
-5203.500000000004,0.9645880999032158,719,0.5384615384615384,0.18055555555555555,3508,0,57.359336534693774,57.35729581490677,0.0068025925644881954,12,2026-05-10T09:39:59.632800
-5590.444444444442,0.9616943356035061,719,0.41935483870967744,0.1527777777777778,3506,0,56.34271417970618,56.3406764416436,0.006792691062166976,13,2026-05-10T09:41:25.794513
-5696.944444444435,0.9588092525966956,719,1.595505617977528,0.2638888888888889,3510,0,56.60932567951908,56.60729775143598,0.006759641568340952,14,2026-05-10T09:42:50.917999
-5047.222222222227,0.9559328248389055,719,0.5,0.16666666666666666,3512,0,56.31373345768999,56.31171069722182,0.0067425405176587,15,2026-05-10T09:44:17.027575
-5710.66666666667,0.9530650263643888,719,0.5287356321839081,0.1388888888888889,3512,0,55.36620801944229,55.364211494965744,0.0066551714326010215,16,2026-05-10T09:45:43.482255
-5225.222222222217,0.9502058312852957,719,0.5604395604395604,0.19444444444444445,3508,0,55.60782548482627,55.605833294991825,0.006640613014953566,17,2026-05-10T09:47:08.771445
-5590.999999999995,0.9473552137914398,719,0.9340659340659341,0.2361111111111111,3509,0,56.73073107277734,56.72874511166972,0.006619808372882128,18,2026-05-10T09:48:34.564925
-5084.722222222223,0.9445131481500655,719,1.9895833333333333,0.3055555555555556,3504,0,54.85999507665303,54.85801989644227,0.0065841899313011905,19,2026-05-10T09:50:00.279782
-5696.111111111112,0.9416796087056153,719,2.6704545454545454,0.3055555555555556,3512,0,54.14055652644936,54.13857770131924,0.006595924714261534,20,2026-05-10T09:51:25.843292
-5263.388888888883,0.9388545698794984,719,0.8404255319148937,0.25,3505,0,54.09101433946294,54.089042814782665,0.006571739498831549,21,2026-05-10T09:52:51.789804
-5338.722222222225,0.93603800616986,719,0.7252747252747253,0.1388888888888889,3507,0,54.85685222238427,54.854892173629146,0.006533396612303603,22,2026-05-10T09:54:17.846803
-5803.277777777781,0.9332298921513504,719,1.065934065934066,0.25,3508,0,54.38123630316765,54.37928625804493,0.006500208714098692,23,2026-05-10T09:55:43.430009
-5399.055555555558,0.9304302024748964,719,0.38095238095238093,0.1111111111111111,3514,0,54.7037707555609,54.70182208192531,0.006495689639694709,24,2026-05-10T09:57:09.962439
-5546.833333333338,0.9276389118674717,719,0.3522727272727273,0.1527777777777778,3512,0,54.967865876262806,54.965912496595955,0.006511555862857834,25,2026-05-10T09:58:35.673499
-5226.111111111112,0.9248559951318693,719,0.5842696629213483,0.16666666666666666,3510,0,55.23034177204498,55.22839834030215,0.006478088672152398,26,2026-05-10T10:00:01.343340
-5250.277777777773,0.9220814271464737,719,0.8404255319148937,0.18055555555555555,3506,0,54.89211245073894,54.89017420783328,0.006461164777417135,27,2026-05-10T10:01:26.779043
-5694.3888888888905,0.9193151828650342,719,2.1037735849056602,0.375,3494,0,54.75667505701991,54.754739782574774,0.006450885487137484,28,2026-05-10T10:02:53.131286
-4845.055555555559,0.9165572373164391,719,0.53125,0.16666666666666666,3503,0,54.4713937921219,54.46945463400723,0.006464008462740955,29,2026-05-10T10:04:18.441950
-4739.333333333336,0.9138075656044898,719,0.20930232558139536,0.09722222222222222,3513,0,53.091556363377684,53.08961153361993,0.006482729359279919,30,2026-05-10T10:05:45.957033
-5565.611111111106,0.9110661429076764,719,4.67,0.2777777777777778,3499,1,54.105432597917705,54.10350082248905,0.006439376315451713,31,2026-05-10T10:07:13.433358
-5180.944444444444,0.9083329444789534,719,1.0454545454545454,0.20833333333333334,3512,0,55.58734926693297,55.585421781049156,0.006424974807523844,32,2026-05-10T10:08:38.650204
-5446.944444444447,0.9056079456455165,719,1.174757281553398,0.3194444444444444,3497,0,54.6614042528813,54.65948117326463,0.0064103067813697625,33,2026-05-10T10:10:04.301489
-5182.777777777776,0.90289112180858,719,0.925531914893617,0.2361111111111111,3506,0,55.65273396063581,55.65081393171584,0.0064000028855217845,34,2026-05-10T10:11:30.187265
-4762.444444444437,0.9001824484431542,719,0.7888888888888889,0.19444444444444445,3509,0,53.68343540027178,53.68152533519252,0.006367172451329745,35,2026-05-10T10:12:56.424072
-4753.777777777775,0.8974819010978248,719,0.5,0.1388888888888889,3511,0,52.89533243192585,52.8934210033178,0.006371367191675641,36,2026-05-10T10:14:22.273064
-4914.611111111101,0.8947894553945313,719,0.3103448275862069,0.1111111111111111,3512,0,53.21313273890128,53.211230881522525,0.00633947280596978,37,2026-05-10T10:15:48.147778
-4957.444444444447,0.8921050870283477,719,2.3736263736263736,0.3055555555555556,3509,0,53.89061173344852,53.88870828440193,0.006344686123064521,38,2026-05-10T10:17:13.653647
-5516.6111111111095,0.8894287717672626,719,0.7303370786516854,0.19444444444444445,3510,0,53.420333986985334,53.418436787887806,0.006323926646252045,39,2026-05-10T10:18:39.768296
-4711.777777777781,0.8867604854519608,719,0.1411764705882353,0.05555555555555555,3514,0,52.98146620048767,52.979576609562436,0.006298718533591369,40,2026-05-10T10:20:05.873973
-5058.444444444441,0.884100203995605,719,0.39080459770114945,0.1527777777777778,3513,0,52.87182988841941,52.8699419448704,0.0062928720965453,41,2026-05-10T10:21:34.547415
-5351.722222222216,0.8814479033836181,719,0.449438202247191,0.125,3511,0,51.87962365714167,51.87774128973567,0.006274519376819422,42,2026-05-10T10:23:00.679535
-5139.277777777778,0.8788035596734672,719,0.9195402298850575,0.25,3512,0,53.76030413928715,53.75843135902713,0.006242837142898742,43,2026-05-10T10:24:26.830067
-4919.888888888894,0.8761671489944468,719,0.5714285714285714,0.16666666666666666,3507,1,52.0921716491105,52.09030153489411,0.006233757704377216,44,2026-05-10T10:25:52.965175
-4791.777777777772,0.8735386475474635,719,1.8823529411764706,0.2361111111111111,3515,0,52.89089065732147,52.88902060942458,0.006233614029412019,45,2026-05-10T10:27:19.370654
-4738.499999999997,0.8709180316048211,719,1.0337078651685394,0.1111111111111111,3510,0,54.026936328129246,54.0250710525831,0.006217842238342521,46,2026-05-10T10:28:45.233057
-4582.055555555554,0.8683052775100066,719,1.5280898876404494,0.2777777777777778,3511,0,54.617294648426466,54.61542718698982,0.0062250991673137536,47,2026-05-10T10:30:10.951505
