reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-190.69780864197534,719,10.7907,3.7619,4380,0,1,2026-05-28T17:15:54.791087
-163.83623456790104,719,16.0585,5.3095,4364,0,2,2026-05-28T17:17:25.626549
-214.79935185185198,719,7.4258,3.6905,4361,0,3,2026-05-28T17:18:13.366752
-204.9762808641976,719,7.4649,3.8333,4327,0,4,2026-05-28T17:19:00.242601
-220.9124537037038,719,27.0171,4.6667,4342,0,5,2026-05-28T17:19:46.096862
