reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-67.1098,0.784,719,4.1705,3.4048,4621,4621,5266,645,0,0,0,1.0,0,0,3.4166,20.1534,3.3545,7.381,594.7344,796.0,169,0,0,A2,160.0,4118.0,0,17,0,A1A2_1,102.0,2596.0,0.0116,0.0099,0.0348,1,2026-05-26T08:29:22.199684,,,,,,,,,,,,
-59.9426,0.7683,719,0.9383,2.5238,4531,4531,5309,778,0,0,0,0.0,0,0,2.7885,13.7521,3.3376,6.6429,639.6718,821.0,107,0,0,A2,165.0,5395.0,0,12,1,A1A2_1,112.0,3844.0,0.0115,0.0101,0.029,2,2026-05-26T08:33:01.396219,,,,,,,,,,,,
-69.5346,0.753,719,3.6487,5.5952,4547,4547,5307,760,0,0,0,0.0,0,0,3.3086,13.1684,3.4887,6.5,628.4506,838.0,130,0,0,A2,204.0,3861.0,0,2,0,A1A2_1,129.0,1940.0,0.0106,0.0092,0.028,3,2026-05-26T08:39:56.289977,,,,,,,,,,,,
-51.8886,0.7379,719,1.7556,3.1429,4577,4577,5207,630,0,1,1,0.0,0,0,2.6669,13.5199,2.8993,6.7381,554.2392,674.0,41,0,0,A1,132.0,2717.0,1,42,1,W_A0A1_1,73.0,1357.0,0.0127,0.0113,0.0268,4,2026-05-26T08:45:58.624819,,,,,,,,,,,,
-47.595,0.7231,719,1.4643,2.5,4536,4536,5167,631,0,0,0,0.0,0,0,2.5127,13.6777,2.7781,5.6667,531.2963,667.0,18,0,0,A1,123.0,2066.0,1,12,0,W_A0A1_1,69.0,1705.0,0.0132,0.012,0.0254,5,2026-05-26T08:50:50.496557,-47.5628,0.0,0.9492,2.6905,5069.0,0.0,0.0,0.0,2.182,12.7368,2.3126,6.3095
-55.6997,0.7087,719,1.3625,3.4048,4608,4608,5408,800,0,0,0,0.0,0,0,2.6037,18.102,3.1051,5.6429,633.6273,862.0,52,0,0,A1,141.0,3065.0,0,2,0,W_A0A1_1,99.0,2660.0,0.0145,0.0132,0.0245,6,2026-05-26T08:53:36.102982,,,,,,,,,,,,
-49.7752,0.6945,719,1.1186,2.4762,4555,4555,5390,835,0,0,0,0.0,0,0,2.304,9.6203,2.9447,6.4524,595.1572,886.0,69,0,0,A3,172.0,7081.0,0,12,0,A2A3_1,102.0,4725.0,0.0158,0.0146,0.0239,7,2026-05-26T08:56:16.389828,,,,,,,,,,,,
-51.6775,0.6806,719,1.1554,3.4286,4685,4685,5425,740,0,0,0,1.0,0,0,2.1617,11.8736,3.1079,7.1429,636.9986,899.0,145,0,0,A3,185.0,6302.0,1,12,0,A2A3_1,123.0,4388.0,0.0181,0.0169,0.0234,8,2026-05-26T08:59:07.488011,,,,,,,,,,,,
-52.6336,0.667,719,1.2977,3.0,4603,4603,5332,729,0,0,0,0.0,0,0,2.483,13.0318,2.9997,5.9762,617.3713,788.0,19,0,0,A2,162.0,7012.0,0,7,1,A1A2_1,95.0,4283.0,0.0199,0.0188,0.0229,9,2026-05-26T09:01:39.000703,,,,,,,,,,,,
-46.2661,0.6537,719,0.8195,2.0952,4595,4595,5210,615,0,0,0,0.0,0,0,2.3497,7.2649,2.7676,5.5952,535.7733,697.0,0,0,0,A1,168.0,2650.0,0,32,0,W_A0A1_1,102.0,1772.0,0.0212,0.0201,0.0222,10,2026-05-26T09:06:03.449900,-35.0913,0.0,1.2801,2.3333,4921.0,0.0,0.0,0.0,1.4598,9.5672,2.174,6.0476
