reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-194.17785493827162,719,19.3363,4.6667,4312,0,1,2026-05-28T16:33:28.545657
-180.79274691358017,719,7.0965,3.5476,4377,0,2,2026-05-28T16:35:13.287923
-215.096049382716,719,19.0181,4.5952,4360,0,3,2026-05-28T16:36:31.397254
-188.0059413580248,719,3.8172,2.4286,4352,0,4,2026-05-28T16:37:26.693627
-177.1029629629629,719,5.8913,3.1667,4372,0,5,2026-05-28T16:38:22.734825
