reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-7.489699074074072,0.784,719,1.690721649484536,0.2916666666666667,3503,3503,3600,97,0,0,0,0.0,0,0,1.383988380432129,5.06315803527832,0.2242118865251541,0.5416666865348816,92.49652099609375,109.0,0,0,0,A1,16.0,368.0,1,38,1,A0A1_1,5.0,116.0,0.0010609458728229183,0.0003699316444220951,0.013820284313136122,1,2026-05-23T04:19:03.805354,,,,,,,,,,,,
-7.158125000000009,0.76832,719,1.8453608247422681,0.3472222222222222,3503,3503,3600,97,0,0,0,0.0,0,0,1.3034223318099976,5.342105388641357,0.21625329554080963,0.5138888955116272,92.07093048095703,114.0,0,0,0,A2,16.0,420.0,0,43,0,B2A2_1,9.0,282.0,0.0007384729783179598,0.00026355709228931794,0.009498317531013397,2,2026-05-23T04:25:29.232730,,,,,,,,,,,,
-6.855208333333337,0.7529536,719,1.768421052631579,0.2638888888888889,3505,3505,3600,95,0,0,0,0.0,0,0,1.190871000289917,4.134146213531494,0.21153995394706726,0.4722222089767456,91.45758056640625,105.0,0,0,0,B1,12.0,135.0,0,23,0,A1B1_1,3.0,44.0,0.0005107494056149047,9.145116956601106e-05,0.008385964610998588,3,2026-05-23T04:31:59.908954,,,,,,,,,,,,
-6.560578703703703,0.737894528,719,1.5666666666666667,0.25,3508,3508,3598,90,0,0,0,0.0,0,0,1.1173441410064697,4.561224460601807,0.20404496788978577,0.4722222089767456,90.86091613769531,110.0,0,0,0,A1,16.0,342.0,1,43,1,A2A1_1,9.0,228.0,0.0004571778609489268,7.110813362961887e-05,0.007721394427400471,4,2026-05-23T04:38:20.670527,,,,,,,,,,,,
-6.462407407407409,0.72313663744,719,0.2857142857142857,0.125,3502,3502,3600,98,0,0,0,0.0,0,0,1.1124653816223145,4.73913049697876,0.2007610946893692,0.4444444477558136,90.55215454101562,105.0,0,0,0,A0,13.0,277.0,0,43,0,B0A0_0,5.0,86.0,0.000430722279708589,6.754384072218511e-05,0.007263568693043999,5,2026-05-23T04:48:37.112282,-4.576643518518515,0.0,0.43820224719101125,0.125,3510.0,0.0,0.0,0.0,0.6265835165977478,2.2921347618103027,0.15499922633171082,0.4305555522441864
-116.24986111111099,0.7086739046912,719,0.7865168539325843,0.18055555555555555,3509,3509,3598,89,0,3,3,0.0,0,0,21.716062545776367,248.114501953125,0.7303740382194519,4.513888835906982,142.19053649902344,406.0,109,88,3,B1,308.0,90289.0,0,3,1,B2B1_0,43.0,14282.0,0.005100891967653782,0.004722085834199256,0.0075761226112067035,6,2026-05-23T04:53:48.884120,,,,,,,,,,,,
-6.272638888888888,0.694500426597376,719,0.9230769230769231,0.20833333333333334,3509,3509,3600,91,0,0,0,0.0,0,0,1.0682677030563354,5.512195110321045,0.19616365432739258,0.4722222089767456,90.1307373046875,105.0,0,0,0,B1,13.0,244.0,0,38,0,B0C0_1,6.0,76.0,0.002689336513543776,0.002312713953935893,0.0075324510641250975,7,2026-05-23T04:57:49.656583,,,,,,,,,,,,
-96.39407407407427,0.6806104180654284,719,2.1956521739130435,0.2361111111111111,3507,3507,3599,92,0,3,3,0.0,0,0,19.164743423461914,227.09915161132812,0.6824679970741272,4.05555534362793,138.65785217285156,381.0,117,89,0,B1,275.0,74817.0,0,8,0,B2B1_0,42.0,10308.0,0.006478517318670009,0.006099004780913365,0.007590250777901877,8,2026-05-23T05:02:13.440147,,,,,,,,,,,,
-6.462662037037034,0.6669982097041198,719,1.0869565217391304,0.18055555555555555,3507,3507,3599,92,0,0,0,0.0,0,0,1.1269677877426147,4.326315879821777,0.20002704858779907,0.4166666567325592,90.24617767333984,106.0,0,0,0,B2,15.0,283.0,0,43,0,C2B2_1,5.0,123.0,0.007511742215065068,0.00713114021164833,0.00761204059669678,9,2026-05-23T05:05:45.146074,,,,,,,,,,,,
-6.1434027777777755,0.6536582455100374,719,2.1648351648351647,0.3472222222222222,3509,3509,3600,91,0,0,0,0.0,0,0,1.0599993467330933,3.7666666507720947,0.19201050698757172,0.4027777910232544,89.66342163085938,110.0,0,0,0,A1,14.0,163.0,1,23,1,A2A1_1,7.0,109.0,0.00694616214588857,0.006569348849612078,0.007536265763981327,10,2026-05-23T05:08:31.570968,-4.5588657407407345,0.0,0.9101123595505618,0.16666666666666666,3511.0,0.0,0.0,0.0,0.6151694059371948,2.144444465637207,0.15476742386817932,0.3888888955116272
