reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp
-5818.166666666671,0.997,719,0.75,0.1527777777777778,3506,0,135.6384281879518,135.63565525776002,0.009242902307561031,1,2026-05-10T09:23:58.385125
-6051.555555555555,0.994009,719,2.118279569892473,0.2777777777777778,3507,0,61.69438870128902,61.692129127173494,0.007532352773972653,2,2026-05-10T09:25:42.388650
-5489.555555555563,0.991026973,719,1.9885057471264367,0.2638888888888889,3513,0,60.86690695793141,60.86470874791682,0.00732745071005216,3,2026-05-10T09:27:09.974549
-5658.3333333333285,0.988053892081,719,0.7078651685393258,0.1388888888888889,3510,0,57.321648604349235,57.31949531650676,0.0071776648070171,4,2026-05-10T09:28:34.820876
-5810.944444444444,0.985089730404757,719,0.36082474226804123,0.125,3502,0,55.48213568251057,55.480008566993,0.007090313093262687,5,2026-05-10T09:30:00.211842
-5909.111111111107,0.9821344612135428,719,1.4042553191489362,0.2361111111111111,3505,0,57.03799018276252,57.03589257676678,0.006992356005864365,6,2026-05-10T09:31:25.831458
-5895.666666666668,0.9791880578299021,719,0.5151515151515151,0.20833333333333334,3500,0,57.692492701247936,57.69038705202402,0.007018856989849302,7,2026-05-10T09:32:52.019065
-5829.111111111114,0.9762504936564125,719,1.0842105263157895,0.3194444444444444,3505,0,58.130064925829124,58.12798328956742,0.006938866231466161,8,2026-05-10T09:34:17.352185
-5822.05555555555,0.9733217421754432,719,1.3296703296703296,0.2222222222222222,3509,0,58.20351636459499,58.20144642709194,0.006900028852157823,9,2026-05-10T09:35:42.097102
-5191.3333333333385,0.9704017769489168,719,1.0449438202247192,0.25,3511,0,58.75903354798637,58.75696839609796,0.006883816551339394,10,2026-05-10T09:37:07.421824
-6016.444444444442,0.9674905716180701,719,3.0,0.3333333333333333,3508,1,56.7805477190084,56.778495640018555,0.006840320739257817,11,2026-05-10T09:38:32.770239
-6298.388888888895,0.9645880999032158,719,0.8152173913043478,0.16666666666666666,3507,0,56.81404332358582,56.81201166038885,0.006771652075890789,12,2026-05-10T09:39:58.253197
-6141.111111111105,0.9616943356035061,719,1.9157894736842105,0.25,3504,0,58.58728905679122,58.585259425623526,0.00676512387509928,13,2026-05-10T09:41:23.505235
-5157.611111111112,0.9588092525966956,719,1.1145833333333333,0.2222222222222222,3504,0,56.92471795751919,56.922699560873696,0.006728025884477626,14,2026-05-10T09:42:49.004283
-5419.9999999999945,0.9559328248389055,719,0.8222222222222222,0.19444444444444445,3509,0,55.286286740044396,55.28427790401708,0.0066961389085503295,15,2026-05-10T09:44:15.079227
-5624.611111111118,0.9530650263643888,719,1.3068181818181819,0.2222222222222222,3512,0,55.19013407764249,55.18812602949076,0.006693403744974248,16,2026-05-10T09:45:40.465025
-5605.722222222217,0.9502058312852957,719,0.9518072289156626,0.16666666666666666,3515,0,56.50305299135508,56.501050251415606,0.006676002957382769,17,2026-05-10T09:47:06.509929
-6185.666666666662,0.9473552137914398,719,1.37,0.3472222222222222,3499,0,55.10203207119449,55.10003509839818,0.006656669706536227,18,2026-05-10T09:48:32.129564
-5666.888888888888,0.9445131481500655,719,0.5,0.1388888888888889,3512,0,56.33805864145759,56.33606955006988,0.006630288356700096,19,2026-05-10T09:49:57.567368
-5982.38888888889,0.9416796087056153,719,1.2842105263157895,0.2361111111111111,3505,0,57.47137289352311,57.46939842425732,0.006581603412766409,20,2026-05-10T09:51:23.283262
-5085.444444444442,0.9388545698794984,719,0.43617021276595747,0.1527777777777778,3506,0,55.7763568310479,55.77437754963967,0.006597367855584215,21,2026-05-10T09:52:48.876766
