reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp
-43.0541,0.768,719,1.4084,2.4524,4599,4599,5243,644,0,0,0,0.0,0,0,2.2675,10.6108,2.6083,5.2857,531.9444,671.0,39,0,0,A1,129.0,1826.0,1,13,0,W_A0A1_1,81.0,1336.0,0.0039,0.0023,0.0314,1,2026-05-27T00:30:01.669236
-42.7004,0.7373,719,1.1264,2.3095,4635,4635,5331,696,0,0,0,0.0,0,0,2.1518,7.0975,2.7019,5.619,535.1391,697.0,56,0,0,A1,141.0,1815.0,1,28,1,W_A0A1_1,78.0,1052.0,0.0035,0.0022,0.0247,2,2026-05-27T00:34:23.983289
-41.6554,0.7078,719,1.7132,3.2619,4739,4739,5499,760,0,0,0,0.0,0,0,1.8659,8.4835,2.596,6.119,591.4075,795.0,69,0,0,A2,197.0,6110.0,0,23,0,A1A2_1,120.0,3618.0,0.0032,0.0022,0.0207,3,2026-05-27T00:39:10.443360
-37.4364,0.6795,719,1.9633,3.2619,4738,4738,5420,682,0,0,0,0.0,0,0,1.897,9.5032,2.3623,5.0238,534.7858,701.0,22,0,0,A3,116.0,1971.0,1,33,1,A2A3_1,55.0,953.0,0.0038,0.0029,0.019,4,2026-05-27T00:43:28.737931
