reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-182.56320987654303,719,10.8281,3.3571,4251,0,1,2026-06-13T15:30:38.116694
-185.83919753086448,719,18.6574,5.3333,4334,0,2,2026-06-13T15:31:56.366675
-162.79575617283936,719,11.2509,4.2619,4318,0,3,2026-06-13T15:32:54.589905
