reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-24.721,0.768,719,0.3513,1.3095,4070,4070,4628,558,0,0,0,0.0,0,0,1.1628,6.7105,1.7749,4.3095,497.1293,622.0,0,0,0,A3,121.0,892.0,1,13,1,E_A4A3_1,82.0,574.0,0.0024,0.0009,0.0292,1,2026-06-02T15:37:08.496109,,,,,,,,,,,,
-21.899,0.7373,719,0.9252,1.2143,4166,4166,4674,508,0,0,0,0.0,0,0,1.123,4.6617,1.6103,3.3571,446.2823,551.0,0,0,0,A2,82.0,1563.0,0,8,0,A3A2_1,53.0,1036.0,0.0014,0.0004,0.0192,2,2026-06-02T15:39:06.652501,,,,,,,,,,,,
-19.8965,0.7078,719,2.1078,2.5238,4271,4271,4800,529,0,0,0,0.0,0,0,0.9194,5.3623,1.498,3.881,473.7024,593.0,0,0,0,A1,74.0,1666.0,1,43,1,A2A1_1,42.0,962.0,0.0012,0.0004,0.0161,3,2026-06-02T15:41:14.802290,,,,,,,,,,,,
-19.575,0.6795,719,1.5615,1.9048,4269,4269,4814,545,0,1,1,0.0,0,0,0.8856,4.4459,1.4916,3.3095,492.1933,589.0,0,0,0,A3,75.0,660.0,0,8,0,E_A4A3_1,46.0,473.0,0.0012,0.0005,0.0144,4,2026-06-02T15:43:48.977873,,,,,,,,,,,,
-18.872,0.6523,719,1.0344,1.9048,4354,4354,4907,553,0,0,0,0.0,0,0,0.8755,4.6047,1.415,3.7619,470.0403,599.0,0,0,0,A3,94.0,1088.0,0,8,1,E_A4A3_1,66.0,822.0,0.0013,0.0006,0.0136,5,2026-06-02T15:48:58.640478,-12.7101,0.0,0.8956,0.7381,5047.0,0.0,0.0,0.0,0.6937,2.6214,0.8787,1.9048
-18.6343,0.6262,719,0.5356,0.881,4420,4420,4883,463,0,0,0,0.0,0,0,0.8864,3.7782,1.4036,3.5,456.3992,547.0,0,0,0,A3,110.0,1395.0,1,28,1,E_A4A3_1,62.0,798.0,0.0013,0.0007,0.0131,6,2026-06-02T15:53:20.568237,,,,,,,,,,,,
-18.9375,0.6012,719,0.5,1.0714,4393,4393,4883,490,0,0,0,0.0,0,0,0.8753,3.1457,1.439,3.7143,469.8748,603.0,0,0,0,A3,78.0,663.0,1,23,1,E_A4A3_1,48.0,356.0,0.0014,0.0007,0.0127,7,2026-06-02T15:58:00.155634,,,,,,,,,,,,
-18.2268,0.5771,719,0.6179,1.3095,4288,4288,4835,547,0,0,0,0.0,0,0,0.8739,4.367,1.37,3.0,457.4103,599.0,0,0,0,A2,89.0,1112.0,0,8,1,A3A2_1,55.0,780.0,0.0015,0.0009,0.0122,8,2026-06-02T16:02:40.693808,,,,,,,,,,,,
-17.2274,0.554,719,0.2787,0.4762,4473,4473,4961,488,0,0,0,0.0,0,0,0.7554,2.6293,1.3166,3.0714,479.8164,594.0,0,0,0,A3,78.0,1132.0,1,28,1,E_A4A3_1,43.0,575.0,0.0015,0.0009,0.0118,9,2026-06-02T16:07:24.377147,,,,,,,,,,,,
-17.5592,0.5319,719,0.3863,0.6667,4423,4423,4964,541,0,0,0,0.0,0,0,0.8246,4.2676,1.303,3.0714,455.548,592.0,0,0,0,A3,93.0,1911.0,1,43,1,E_A4A3_1,50.0,935.0,0.0015,0.0009,0.0115,10,2026-06-02T16:14:40.147861,-11.5882,0.0,0.3816,0.5714,5095.0,0.0,0.0,0.0,0.7006,1.8634,0.765,1.7857
