reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-351.31935185185154,719,15.1543,10.619,5115,0,1,2026-07-13T13:14:46.992142
-361.654027777778,719,16.1142,11.7857,5095,0,2,2026-07-13T13:16:05.970051
-360.31424382716034,719,20.969,11.9048,5116,0,3,2026-07-13T13:17:26.071989
-382.2742283950618,719,12.916,9.881,5110,0,4,2026-07-13T13:18:44.292416
