reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-81.5215,0.784,719,2.3518,4.0952,4333,4333,4930,597,0,0,0,0.0,0,0,4.5469,45.2669,3.7035,7.5952,572.6912,692.0,0,0,0,A2,203.0,9231.0,0,2,0,A1A2_1,112.0,5420.0,0.0418,1,2026-05-26T07:55:25.337826,,,,,,,,,,,,
-68.7593,0.7683,719,2.705,3.5238,4292,4292,4953,661,0,0,0,0.0,0,0,3.5247,14.1845,3.642,8.5476,570.7483,735.0,0,0,0,A3,200.0,6831.0,0,2,0,A2A3_1,116.0,4271.0,0.0185,2,2026-05-26T07:57:22.731487,,,,,,,,,,,,
-54.5654,0.753,719,2.7022,4.0952,4414,4414,5146,732,0,0,0,0.0,0,0,2.7091,11.3553,3.214,6.0,565.9833,747.0,0,0,0,A1,171.0,3515.0,1,12,1,W_A0A1_1,99.0,2378.0,0.0128,3,2026-05-26T07:59:23.486431,,,,,,,,,,,,
-50.1934,0.7379,719,1.3544,3.4286,4518,4518,5198,680,0,0,0,0.0,0,0,2.7462,15.8506,2.8113,5.381,524.7886,680.0,0,0,0,A2,166.0,9343.0,0,7,0,A1A2_1,98.0,5766.0,0.0119,4,2026-05-26T08:01:13.047648,,,,,,,,,,,,
-44.9725,0.7231,719,0.9383,2.6429,4525,4525,5190,665,0,0,0,0.0,0,0,2.2458,6.3797,2.7609,5.1667,538.5452,675.0,0,0,0,A1,127.0,1743.0,1,17,1,W_A0A1_1,82.0,1299.0,0.0122,5,2026-05-26T08:05:14.694706,-25.9401,0.0,0.4701,1.4048,5258.0,0.0,0.0,0.0,1.2151,8.1111,1.6566,3.381
-56.6108,0.7087,719,1.5249,2.8095,4623,4623,5387,764,0,0,0,0.0,0,0,2.5526,16.6097,3.1831,8.5476,618.274,833.0,0,0,0,A3,200.0,10659.0,1,12,1,A2A3_1,132.0,7240.0,0.0116,6,2026-05-26T08:08:56.213570,,,,,,,,,,,,
-52.6911,0.6945,719,0.6821,1.6667,4605,4605,5316,711,0,0,0,0.0,0,0,2.6188,15.2191,2.9718,8.0714,557.8971,748.0,0,0,0,A2,221.0,8308.0,0,2,0,A1A2_1,124.0,4116.0,0.0123,7,2026-05-26T08:11:30.455447,,,,,,,,,,,,
-40.864,0.6806,719,3.2982,3.9524,4728,4728,5439,711,0,0,0,0.0,0,0,1.7731,5.4017,2.7283,5.7619,590.4465,773.0,0,0,0,A1,133.0,1728.0,1,12,0,W_A0A1_1,74.0,1076.0,0.0133,8,2026-05-26T08:13:55.675139,,,,,,,,,,,,
-42.3584,0.667,719,4.5501,5.7381,4611,4611,5329,718,0,0,0,0.0,0,0,2.0776,5.9067,2.6533,5.9762,542.3032,718.0,0,0,0,A2,172.0,2145.0,0,7,1,A1A2_1,114.0,1529.0,0.0138,9,2026-05-26T08:17:00.812135,,,,,,,,,,,,
-44.0774,0.6537,719,3.1476,3.3571,4586,4586,5216,630,0,0,0,0.0,0,0,2.2752,10.992,2.6726,6.3333,532.1697,669.0,0,0,0,A2,131.0,4881.0,1,7,0,A1A2_1,92.0,4144.0,0.0142,10,2026-05-26T08:21:43.954534,-42.4068,0.0,1.9478,3.0238,5092.0,0.0,0.0,0.0,2.141,14.6113,2.1913,5.3571
