reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-68.3336,0.768,719,4.5738,4.2917,5183,5183,5915,732,0,1,1,1.0,0,0,2.5249,15.0886,2.7253,6.4583,671.9791,994.0,427,0,0,B1,251.0,8400.0,1,2,1,B0B1_1,57.0,2958.0,0.0124,0.0022,0.0341,1,2026-06-04T01:45:10.056733,,,,,,,,,,,,
-348.7608,0.7373,719,6.5538,3.7361,4487,4487,5231,744,0,18,18,1.0,0,0,18.8064,176.3201,4.0691,13.4861,687.2365,1056.0,396,0,0,B1,447.0,96284.0,1,27,1,bottom1B0_1,72.0,9812.0,0.0318,0.0243,0.025,2,2026-06-04T01:49:49.612652,,,,,,,,,,,,
-62.2345,0.7078,719,5.9542,3.7778,5165,5165,5863,698,0,0,0,1.0,0,0,2.273,7.3811,2.6094,5.1389,667.6412,1042.0,426,0,0,B1,149.0,2751.0,0,2,0,B2B1_1,29.0,616.0,0.0636,0.0569,0.0221,3,2026-06-04T01:54:29.235161,,,,,,,,,,,,
-72.9531,0.6795,719,26.985,6.5278,5074,5074,5808,734,0,0,0,1.0,0,0,2.8764,26.985,2.7947,6.5833,655.6592,1041.0,406,0,0,B1,247.0,12620.0,0,22,0,C1B1_1,66.0,4406.0,0.0508,0.0444,0.0214,4,2026-06-04T02:00:05.520672,,,,,,,,,,,,
-287.8012,0.6523,719,7.2043,4.5833,4610,4610,5359,749,0,11,11,1.0,0,0,14.8968,159.8411,3.8752,13.5972,674.8428,1069.0,389,0,0,B1,441.0,90224.0,1,7,1,left1A1_1,65.0,10588.0,0.057,0.0507,0.021,5,2026-06-04T02:08:22.202662,-72.0283,0.0,2.0438,2.6389,5125.0,0.0,0.0,0.0,3.9322,20.7374,2.4464,5.0
-62.2386,0.6262,719,6.8965,4.5,5220,5220,5906,686,0,2,2,1.0,0,0,2.2438,8.4146,2.5562,7.5417,649.2281,1009.0,398,0,0,B1,247.0,4170.0,1,2,1,A1B1_1,48.0,1644.0,0.0706,0.0644,0.0207,6,2026-06-04T02:13:01.574822,,,,,,,,,,,,
-351.4439,0.6012,719,2.7937,3.1528,4575,4575,5336,761,0,15,15,1.0,0,0,19.1003,182.5039,3.8977,13.5139,700.4659,1047.0,440,0,0,B1,452.0,101104.0,1,32,1,left1A1_1,67.0,9910.0,0.0729,0.0668,0.0203,7,2026-06-04T02:17:46.014160,,,,,,,,,,,,
-207.6321,0.5771,719,7.2385,3.5694,4890,4890,5565,675,0,3,3,1.0,0,0,9.635,138.9416,3.5493,13.4167,702.7483,1088.0,426,0,0,B1,433.0,81992.0,0,17,0,B0B1_1,66.0,14268.0,0.0885,0.0825,0.02,8,2026-06-04T02:22:24.300861,,,,,,,,,,,,
-228.6238,0.554,719,3.6355,3.1528,4660,4660,5387,727,0,6,6,1.0,0,0,11.3539,153.4827,3.6542,13.3194,690.0626,1076.0,438,0,0,B1,452.0,100910.0,1,22,1,bottom1B0_1,62.0,7150.0,0.0975,0.0915,0.0199,9,2026-06-04T02:27:10.360609,,,,,,,,,,,,
-62.3697,0.5319,719,2.901,2.9028,5189,5189,5876,687,0,0,0,1.0,0,0,2.2375,5.4589,2.6125,5.4444,659.9152,1031.0,434,0,0,B1,147.0,1192.0,1,17,1,right1C1_1,31.0,310.0,0.0983,0.0924,0.0198,10,2026-06-04T02:36:10.445592,-532.0302,0.0,4.2573,4.4861,4180.0,0.0,33.0,33.0,26.9409,179.1361,4.9676,14.5556
