reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-47.8486,0.784,719,2.3303,4.0,4589,4589,5367,778,0,1,1,1.0,0,0,2.233,13.5469,2.8947,6.0952,587.4868,802.0,86,0,0,A1,132.0,1620.0,0,3,0,W_A0A1_1,83.0,1176.0,0.0025,1,2026-06-02T07:32:35.267113,,,,,,,,,,,,
-48.3614,0.7683,719,1.6805,2.8095,4453,4453,5154,701,0,0,0,0.0,0,0,2.59,12.318,2.8166,4.9524,538.0946,724.0,29,0,0,A2,122.0,4400.0,1,23,1,A1A2_1,61.0,3278.0,0.0032,2,2026-06-02T07:36:42.904800,,,,,,,,,,,,
-42.4766,0.753,719,1.6153,2.6667,4615,4615,5231,616,0,0,0,0.0,0,0,2.2283,10.2541,2.5874,5.0476,522.0946,660.0,21,0,0,A2,132.0,4704.0,1,13,0,A1A2_1,69.0,2941.0,0.0028,3,2026-06-02T07:40:46.426180,,,,,,,,,,,,
-40.2049,0.7379,719,1.1386,2.6667,4687,4687,5459,772,0,0,0,0.0,0,0,2.0553,13.6576,2.5189,5.2143,542.3978,785.0,29,0,0,A2,134.0,1820.0,1,13,0,A1A2_1,72.0,1200.0,0.0035,4,2026-06-02T07:44:52.411968,,,,,,,,,,,,
-48.3732,0.7231,719,1.7904,3.6429,4648,4648,5440,792,0,0,0,0.0,0,0,2.425,11.6456,2.7499,5.9762,573.8317,792.0,99,0,0,A3,198.0,7466.0,0,18,0,A2A3_1,119.0,4982.0,0.0044,5,2026-06-02T07:51:16.051695,-34.7443,0.0,1.1551,1.6429,5240.0,0.0,2.0,2.0,1.7569,11.4012,1.8095,4.7143
-42.9234,0.7087,719,1.78,3.5238,4761,4761,5470,709,0,0,0,0.0,0,0,2.0735,13.5813,2.6257,5.7857,584.0334,742.0,82,0,0,A2,136.0,1663.0,0,8,0,A1A2_1,81.0,1146.0,0.0055,6,2026-06-02T07:53:55.405600,,,,,,,,,,,,
-36.6004,0.6945,719,1.4451,3.1667,4811,4811,5530,719,0,0,0,1.0,0,0,1.8768,13.0331,2.2747,5.7143,522.5258,719.0,39,0,0,A2,143.0,5909.0,0,13,0,A1A2_1,91.0,3537.0,0.006,7,2026-06-02T07:55:43.996354,,,,,,,,,,,,
-44.5676,0.6806,719,1.0509,1.6905,4698,4698,5346,648,0,0,0,0.0,0,0,2.3073,16.0771,2.6822,5.2619,539.7371,655.0,36,0,0,A1,117.0,2569.0,0,3,0,W_A0A1_1,78.0,2106.0,0.0077,8,2026-06-02T07:57:46.764030,,,,,,,,,,,,
-44.6113,0.667,719,1.0087,1.9286,4785,4785,5475,690,0,0,0,0.0,0,0,2.0388,14.6103,2.7504,5.9048,613.5132,798.0,50,0,0,A2,119.0,2423.0,1,13,0,A1A2_1,64.0,1960.0,0.0086,9,2026-06-02T07:59:53.944778,,,,,,,,,,,,
-40.7035,0.6537,719,1.505,3.5714,4826,4826,5533,707,0,0,0,0.0,0,0,1.8576,13.0639,2.5883,5.2857,608.4312,783.0,26,0,0,A3,125.0,7231.0,0,18,0,A2A3_1,83.0,4962.0,0.0092,10,2026-06-02T08:03:50.866265,-21.8211,0.0,2.7593,2.2619,5162.0,0.0,0.0,0.0,1.0806,7.3342,1.3648,2.7619
-40.5342,0.6406,719,2.0979,3.7857,4768,4768,5432,664,0,0,0,1.0,0,0,2.0485,9.6362,2.4369,6.0714,538.8623,691.0,36,0,0,A2,205.0,4041.0,0,13,0,A1A2_1,125.0,2680.0,0.0104,11,2026-06-02T08:05:40.317749,,,,,,,,,,,,
-35.7366,0.6278,719,1.0959,2.619,4698,4698,5449,751,0,0,0,0.0,0,0,1.8131,7.2212,2.2345,4.381,535.9736,751.0,0,0,0,A1,101.0,826.0,0,3,0,W_A0A1_1,62.0,517.0,0.0112,12,2026-06-02T08:07:27.244516,,,,,,,,,,,,
-42.044,0.6152,719,0.7155,2.1667,4769,4769,5500,731,0,0,0,0.0,0,0,1.9883,21.1185,2.5466,5.7143,612.0403,770.0,111,0,0,A1,139.0,4382.0,0,13,1,W_A0A1_1,87.0,2779.0,0.0118,13,2026-06-02T08:09:35.032059,,,,,,,,,,,,
-32.3187,0.6029,719,0.7346,2.2857,4834,4834,5565,731,0,0,0,0.0,0,0,1.5006,5.4004,2.1407,4.8571,552.3769,747.0,11,0,0,A3,114.0,1715.0,1,13,0,A2A3_1,62.0,1278.0,0.0122,14,2026-06-02T08:11:32.705451,,,,,,,,,,,,
