reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-10.058240740740741,0.784,719,45.945945945945944,0.9722222222222222,3452,3452,3600,148,0,0,0,1.0,2.4843010902404785,46.11805725097656,0.25502240657806396,1.1388888359069824,94.82058715820312,148.0,20,C1,66.0,5453.0,0,43,0,B1C1_1,15.0,1546.0,0.003310969673138305,0.002567206180351715,0.014875269404090032,1,2026-05-23T03:22:27.196281,,,,,,,,,,,,
-7.329004629629628,0.76832,719,0.7340425531914894,0.20833333333333334,3505,3505,3599,94,0,0,0,0.0,1.3294048309326172,4.416666507720947,0.221430242061615,0.5416666865348816,92.3922119140625,107.0,0,B1,15.0,338.0,0,43,0,A1B1_1,5.0,121.0,0.002453996486503952,0.0019457812889113826,0.010164303732297599,2,2026-05-23T03:24:06.669160,,,,,,,,,,,,
-7.063865740740738,0.7529536,719,3.1770833333333335,0.4027777777777778,3504,3504,3600,96,0,0,0,0.0,1.2842531204223633,4.773195743560791,0.21389660239219666,0.4861111044883728,91.64256286621094,108.0,0,B1,16.0,342.0,0,38,0,A1B1_0,6.0,134.0,0.000738125725701757,0.0002782372393691006,0.009197769608861548,3,2026-05-23T03:25:43.790996,,,,,,,,,,,,
-6.616481481481487,0.737894528,719,0.75,0.1527777777777778,3504,3504,3600,96,0,0,0,0.0,1.1547352075576782,3.3473684787750244,0.2042381465435028,0.4444444477558136,90.98748016357422,108.0,0,B1,15.0,217.0,1,33,1,B0B1_0,5.0,68.0,0.0005962174888606337,0.00016815939677355588,0.008561161717190116,4,2026-05-23T03:27:21.227165,,,,,,,,,,,,
-6.597523148148155,0.72313663744,719,0.9139784946236559,0.18055555555555555,3507,3507,3600,93,0,0,0,0.0,1.1603931188583374,5.595744609832764,0.20360067486763,0.4444444477558136,90.7426986694336,109.0,0,B1,16.0,331.0,1,43,1,B0B1_1,8.0,176.0,0.0005905286054614599,0.0001805302741047952,0.00819996648347614,5,2026-05-23T03:30:09.589179,-4.617731481481482,0.0,0.11494252873563218,0.05555555555555555,3513.0,0.0,0.0,0.0,0.6422979831695557,1.9518072605133057,0.1553855687379837,0.3472222089767456
-6.624004629629635,0.7086739046912,719,1.5813953488372092,0.2222222222222222,3514,3514,3600,86,0,0,0,0.0,1.146628499031067,5.049019813537598,0.2050108015537262,0.5555555820465088,91.1724624633789,108.0,0,C0,14.0,302.0,0,33,0,B0C0_1,6.0,139.0,0.0005925838828737095,0.00019535452271923385,0.007944587085095541,6,2026-05-23T03:32:15.738805,,,,,,,,,,,,
-6.233611111111107,0.694500426597376,719,0.33695652173913043,0.1111111111111111,3507,3507,3599,92,0,0,0,0.0,1.0652244091033936,3.9195401668548584,0.19510121643543243,0.4305555522441864,89.9582748413086,107.0,0,B1,14.0,214.0,0,28,0,A1B1_1,5.0,50.0,0.0005225649358373089,0.0001379311007251788,0.0076926765731576,7,2026-05-23T03:38:41.590968,,,,,,,,,,,,
-1480.6809953703705,0.6806104180654284,719,96.97681854516387,15.083333333333334,2299,2299,3552,1251,0,47,43,1.0,122.30154418945312,333.9273986816406,6.358966827392578,15.083333015441895,574.3588256835938,1251.0,586,B1,292.0,26261.0,0,33,0,B0B1_1,60.0,9251.0,0.036336412560105676,0.03587183948858715,0.009291461387180278,8,2026-05-23T03:45:29.001119,,,,,,,,,,,,
-6.64601851851851,0.6669982097041198,719,0.47474747474747475,0.1388888888888889,3501,3501,3600,99,0,0,0,0.0,1.1590282917022705,4.8131866455078125,0.2053392082452774,0.4305555522441864,90.82892608642578,105.0,0,A1,12.0,219.0,0,43,0,B1A1_1,5.0,111.0,0.10598575667083401,0.10535273278451131,0.012660480774058255,9,2026-05-23T03:49:23.940991,,,,,,,,,,,,
-6.636157407407417,0.6536582455100374,719,0.7717391304347826,0.20833333333333334,3508,3508,3600,92,0,0,0,0.0,1.1578648090362549,4.530864238739014,0.20508809387683868,0.4722222089767456,90.97914123535156,108.0,0,B2,16.0,270.0,0,43,0,C2B2_1,4.0,81.0,0.07971930732708994,0.07912554175304592,0.011875312193134938,10,2026-05-23T03:56:12.637761,-4.733148148148141,0.0,0.7647058823529411,0.1388888888888889,3515.0,0.0,0.0,0.0,0.6700838804244995,3.2471909523010254,0.15855354070663452,0.4027777910232544
