reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-62.818,0.784,719,1.4752,2.9524,4379,4379,5086,707,0,0,0,0.0,0,0,3.1203,21.3157,3.4558,7.0952,594.05,757.0,0,0,0,A1,176.0,3603.0,1,22,1,W_A0A1_1,103.0,2545.0,0.0118,0.0099,0.0368,1,2026-05-26T07:55:40.149071,,,,,,,,,,,,
-64.8634,0.7683,719,1.9675,3.6905,4442,4442,5118,676,0,0,0,0.0,0,0,3.355,20.5094,3.3769,8.3095,577.153,739.0,0,0,0,A2,189.0,9659.0,0,2,0,A1A2_1,104.0,5974.0,0.0064,0.0051,0.0254,2,2026-05-26T07:57:48.119045,,,,,,,,,,,,
-50.5422,0.753,719,1.6171,3.5714,4526,4526,5239,713,0,0,0,0.0,0,0,2.3735,14.0238,3.0391,7.0238,596.3964,761.0,0,0,0,A3,147.0,3912.0,1,12,1,A2A3_1,88.0,3083.0,0.0066,0.0056,0.0215,3,2026-05-26T08:00:01.628363,,,,,,,,,,,,
-51.1756,0.7379,719,2.6017,4.1667,4479,4479,5182,703,0,0,0,0.0,0,0,2.5476,9.3675,3.0604,7.0714,556.0487,770.0,0,0,0,A3,174.0,4877.0,0,2,0,A2A3_1,103.0,3072.0,0.0079,0.0069,0.02,4,2026-05-26T08:02:04.757148,,,,,,,,,,,,
-49.9853,0.7231,719,2.6987,3.4762,4612,4612,5289,677,0,0,0,0.0,0,0,2.3844,20.8144,2.9985,7.5,583.0389,719.0,0,0,0,A1,138.0,2196.0,0,2,0,A2A3_1,79.0,1257.0,0.0093,0.0084,0.019,5,2026-05-26T08:07:33.716472,-27.3201,0.0,1.1135,2.6905,5111.0,0.0,0.0,0.0,1.2223,6.5155,1.7264,3.9286
-51.8133,0.7087,719,1.0221,2.2381,4529,4529,5163,634,0,0,0,0.0,0,0,2.9259,12.5566,2.8139,6.0952,509.1558,634.0,0,0,0,A1,217.0,5369.0,0,2,0,W_A0A1_1,130.0,4289.0,0.0104,0.0095,0.0182,6,2026-05-26T08:10:22.071491,,,,,,,,,,,,
-51.6139,0.6945,719,1.8497,3.3571,4572,4572,5264,692,0,0,0,0.0,0,0,2.6775,13.8856,2.8423,5.4524,555.6203,716.0,0,0,0,A3,126.0,3781.0,0,2,0,A2A3_1,76.0,2387.0,0.0111,0.0103,0.0176,7,2026-05-26T08:13:00.567036,,,,,,,,,,,,
-42.9028,0.6806,719,3.5034,3.7143,4625,4625,5352,727,0,0,0,0.0,0,0,2.0111,6.6716,2.7989,5.7619,572.2809,734.0,0,0,0,A1,123.0,1394.0,1,17,1,W_A0A1_1,74.0,1050.0,0.0133,0.0124,0.0171,8,2026-05-26T08:16:25.896127,,,,,,,,,,,,
-55.1275,0.667,719,1.1995,3.1429,4638,4638,5400,762,0,0,0,0.0,0,0,2.6998,13.4548,2.9986,6.2381,594.548,762.0,0,0,0,A2,184.0,7389.0,0,2,0,A1A2_1,98.0,3522.0,0.0142,0.0134,0.0168,9,2026-05-26T08:19:06.691912,,,,,,,,,,,,
-38.4762,0.6537,719,1.2288,1.9762,4654,4654,5196,542,0,0,0,0.0,0,0,2.1051,6.5936,2.3544,4.4524,477.9847,603.0,0,0,0,A1,113.0,1518.0,1,17,1,W_A0A1_1,70.0,1174.0,0.015,0.0142,0.0164,10,2026-05-26T08:23:25.882061,-31.3238,0.0,1.7581,2.6429,5203.0,0.0,0.0,0.0,1.4603,5.8753,1.7574,3.619
