reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-43.4107,0.768,719,11.6455,3.2639,4384,4384,4951,567,0,0,0,1.0,0,0,2.622,16.127,1.6538,4.4583,409.5369,597.0,148,0,0,B1,162.0,4347.0,0,2,0,B2B1_1,61.0,2269.0,0.0002,1,2026-06-04T13:45:37.936819,,,,,,,,,,,,
-68.1943,0.7373,719,11.1706,4.4861,4262,4262,4942,680,0,1,1,1.0,0,0,4.8745,43.9651,1.8417,5.625,412.1182,680.0,143,0,0,B1,228.0,14067.0,0,42,0,B0B1_1,62.0,5194.0,0.0019,2,2026-06-04T13:47:09.637900,,,,,,,,,,,,
-141.0969,0.7078,719,8.2738,3.8611,4100,4100,4721,621,0,4,4,1.0,0,0,10.6655,168.9929,2.1788,8.8333,444.1739,701.0,269,0,0,B1,425.0,95284.0,0,7,1,B0B1_1,66.0,14857.0,0.0199,3,2026-06-04T13:48:42.522819,,,,,,,,,,,,
-38.6099,0.6795,719,14.7025,4.1528,4411,4411,5006,595,0,0,0,1.0,0,0,2.3721,14.7025,1.4818,4.1528,389.3157,606.0,113,0,0,B1,124.0,2915.0,0,32,0,B2B1_1,57.0,1929.0,0.0226,4,2026-06-04T13:50:10.819817,,,,,,,,,,,,
-36.377,0.6523,719,6.1275,3.1111,4372,4372,4921,549,0,0,0,1.0,0,0,2.074,6.7564,1.5184,3.7361,394.5021,572.0,60,0,0,B1,118.0,1790.0,1,12,0,B2B1_1,50.0,1033.0,0.0202,5,2026-06-04T13:53:01.184900,-35.825,0.0,5.9605,3.9444,4327.0,0.0,0.0,0.0,1.8259,9.8224,1.4493,4.2778
-124.3883,0.6262,719,5.1483,2.9583,4102,4102,4675,573,0,4,4,1.0,0,0,11.1077,183.3591,1.9486,7.0,418.8734,581.0,214,0,0,B1,277.0,65418.0,1,17,1,B0B1_1,63.0,15931.0,0.0234,6,2026-06-04T13:54:23.595820,,,,,,,,,,,,
-37.8687,0.6012,719,5.472,3.0694,4345,4345,4828,483,0,0,0,0.0,0,0,2.2682,9.1899,1.5435,3.2361,394.2976,580.0,0,0,0,B0,112.0,3380.0,0,7,1,bottom1B0_1,58.0,1688.0,0.0233,7,2026-06-04T13:55:47.737100,,,,,,,,,,,,
-38.502,0.5771,719,10.0891,4.2639,4375,4375,4981,606,0,1,1,1.0,0,0,2.0806,10.8463,1.5574,4.3889,414.096,611.0,144,0,0,B1,149.0,3815.0,0,2,0,B2B1_1,60.0,2797.0,0.0261,8,2026-06-04T13:57:12.622099,,,,,,,,,,,,
-43.1916,0.554,719,9.2724,2.5833,4259,4259,4872,613,0,1,1,1.0,0,0,2.4761,12.1973,1.6261,4.4583,412.7872,620.0,113,0,0,B1,206.0,4525.0,0,12,0,C1B1_0,45.0,796.0,0.0263,9,2026-06-04T13:58:37.314098,,,,,,,,,,,,
-38.0983,0.5319,719,4.5486,3.25,4403,4403,4990,587,0,1,1,1.0,0,0,2.1721,10.1015,1.5113,3.9722,407.3658,599.0,151,0,0,B1,143.0,2878.0,0,12,0,B2B1_1,54.0,1464.0,0.027,10,2026-06-04T14:01:22.349174,-34.4317,0.0,3.8472,3.8472,4243.0,0.0,1.0,1.0,1.7729,15.3152,1.4269,4.3889
