reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp
-34.2659,0.784,719,2.1015,3.7143,4848,4848,5577,729,0,0,0,1.0,0,0,1.6834,8.949,2.1622,5.4286,565.1906,802.0,406,0,0,A1,152.0,2561.0,0,2,0,W_A0A1_1,62.0,972.0,0.0011,1,2026-05-25T22:00:38.018052
-32.0916,0.7683,719,1.6676,3.1667,5010,5010,5720,710,0,0,0,0.0,0,0,1.5177,4.5891,2.134,4.3571,550.2573,710.0,400,0,0,A1,101.0,709.0,1,12,0,W_A0A1_1,64.0,499.0,0.0009,2,2026-05-25T22:05:00.000521
-34.4298,0.753,719,0.8139,1.9048,4897,4897,5590,693,0,0,0,1.0,0,0,1.6987,6.9216,2.092,4.0476,558.7761,735.0,454,0,0,A1,93.0,886.0,0,2,0,W_A0A1_1,70.0,740.0,0.0008,3,2026-05-25T22:09:23.261619
