reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-43.0541,0.768,719,1.4084,2.4524,4599,4599,5243,644,0,0,0,0.0,0,0,2.2675,10.6108,2.6083,5.2857,531.9444,671.0,39,0,0,A1,129.0,1826.0,1,13,0,W_A0A1_1,81.0,1336.0,0.0039,0.0023,0.0314,1,2026-05-26T23:27:03.187046,,,,,,,,,,,,
-42.7004,0.7373,719,1.1264,2.3095,4635,4635,5331,696,0,0,0,0.0,0,0,2.1518,7.0975,2.7019,5.619,535.1391,697.0,56,0,0,A1,141.0,1815.0,1,28,1,W_A0A1_1,78.0,1052.0,0.0035,0.0022,0.0247,2,2026-05-26T23:32:56.619522,,,,,,,,,,,,
-41.6554,0.7078,719,1.7132,3.2619,4739,4739,5499,760,0,0,0,0.0,0,0,1.8659,8.4835,2.596,6.119,591.4075,795.0,69,0,0,A2,197.0,6110.0,0,23,0,A1A2_1,120.0,3618.0,0.0032,0.0022,0.0207,3,2026-05-26T23:39:12.554878,,,,,,,,,,,,
-37.4364,0.6795,719,1.9633,3.2619,4738,4738,5420,682,0,0,0,0.0,0,0,1.897,9.5032,2.3623,5.0238,534.7858,701.0,22,0,0,A3,116.0,1971.0,1,33,1,A2A3_1,55.0,953.0,0.0038,0.0029,0.019,4,2026-05-26T23:44:48.205279,,,,,,,,,,,,
-47.042,0.6523,719,1.354,2.4048,4743,4743,5435,692,0,0,0,1.0,0,0,2.2537,12.4681,2.7478,6.3333,587.9791,724.0,111,0,0,A3,145.0,5823.0,0,13,0,A2A3_1,88.0,3691.0,0.0046,0.0037,0.0179,5,2026-05-26T23:55:41.983870,-26.5568,0.0,0.7328,1.4048,5147.0,0.0,0.0,0.0,1.2253,11.1387,1.6647,4.2381
-39.4589,0.6262,719,1.7259,2.6429,4710,4710,5414,704,0,0,0,0.0,0,0,1.9651,10.9715,2.4357,4.8333,542.8345,727.0,0,0,0,A1,127.0,1610.0,1,18,1,W_A0A1_1,80.0,1297.0,0.0051,0.0043,0.0172,6,2026-05-27T00:01:00.435223,,,,,,,,,,,,
-38.6025,0.6012,719,1.4314,2.8333,4724,4724,5475,751,0,0,0,0.0,0,0,1.9681,13.3503,2.3304,5.2143,538.5647,757.0,15,0,0,A3,139.0,3631.0,1,18,1,A2A3_1,73.0,2504.0,0.0055,0.0047,0.0166,7,2026-05-27T00:06:04.647743,,,,,,,,,,,,
-37.6082,0.5771,719,0.7621,1.8333,4755,4755,5457,702,0,0,0,0.0,0,0,1.8758,9.846,2.3638,5.7857,540.2698,777.0,35,0,0,A1,127.0,1467.0,1,18,1,W_A0A1_1,61.0,904.0,0.007,0.0062,0.0161,8,2026-05-27T00:11:08.812783,,,,,,,,,,,,
-33.3688,0.554,719,0.3187,1.2143,4814,4814,5520,706,0,0,0,0.0,0,0,1.6134,6.3281,2.1841,4.4048,535.007,726.0,0,0,0,A2,115.0,1687.0,1,13,1,A1A2_1,79.0,1185.0,0.0076,0.0068,0.0156,9,2026-05-27T00:16:02.715641,,,,,,,,,,,,
-37.5385,0.5319,719,0.6788,1.5476,4845,4845,5533,688,0,1,1,0.0,0,0,1.8444,10.2166,2.2788,5.619,544.3366,776.0,36,0,0,A1,133.0,1919.0,0,18,0,W_A0A1_1,97.0,1599.0,0.008,0.0072,0.0153,10,2026-05-27T00:24:08.480401,-40.0968,0.0,1.054,2.5238,5186.0,0.0,0.0,0.0,1.926,15.5074,1.9143,5.6667
-41.477,0.768,719,1.4577,2.5238,4726,4726,5458,732,0,0,0,0.0,0,0,1.9257,7.3346,2.612,5.0476,586.6703,769.0,17,0,0,A1,123.0,1817.0,1,23,1,W_A0A1_1,71.0,1257.0,0.0052,0.0043,0.0173,6,2026-05-27T08:54:18.084188,,,,,,,,,,,,
-45.2557,0.7373,719,0.8566,2.8333,4733,4733,5472,739,0,0,0,0.0,0,0,2.1624,12.3053,2.7353,5.5476,597.1349,810.0,63,0,0,A2,151.0,7431.0,0,13,0,A1A2_1,86.0,3668.0,0.0059,0.0051,0.0168,7,2026-05-27T09:02:18.743905,,,,,,,,,,,,
-43.1996,0.7078,719,1.4774,3.2857,4687,4687,5462,775,0,0,0,0.0,0,0,2.0998,14.3505,2.6163,5.1905,591.2531,783.0,20,0,0,A3,132.0,5855.0,1,13,0,A2A3_1,68.0,3387.0,0.0071,0.0063,0.0163,8,2026-05-27T09:10:50.141146,,,,,,,,,,,,
-43.1498,0.6795,719,2.2988,3.0238,4699,4699,5442,743,0,0,0,0.0,0,0,2.1233,16.7487,2.6259,5.6429,566.6606,747.0,50,0,0,A2,150.0,1781.0,1,13,0,A1A2_1,90.0,1368.0,0.0079,0.0072,0.0158,9,2026-05-27T09:18:59.135794,,,,,,,,,,,,
