reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-13370.388888888892,0.95,719,1.6764705882352942,0.5,5209,0,345.3573908922149,345.3529991522068,0.014639654284820142,1,2026-05-18T15:00:04.394367,,,,,,
-14845.88888888889,0.9025,719,1.1910828025477707,0.4583333333333333,5222,0,307.18795160922286,307.18440446071065,0.01182390731967913,2,2026-05-18T15:01:58.821174,,,,,,
-13481.11111111112,0.8573749999999999,719,1.2228915662650603,0.4583333333333333,5215,0,352.0211554515345,352.0177384802297,0.011387255487080162,3,2026-05-18T15:03:52.284371,,,,,,
-12813.944444444447,0.8145062499999999,719,2.75625,0.625,5221,0,363.5078419989107,363.5044876119855,0.011181995246730362,4,2026-05-18T15:05:45.399140,,,,,,
-13628.944444444445,0.7737809374999999,719,2.33125,0.5972222222222222,5219,0,379.34441718471567,379.3411205859443,0.01098874476459784,5,2026-05-18T15:07:39.297408,,,,,,
-12324.222222222214,0.7350918906249998,719,0.5789473684210527,0.2916666666666667,5229,0,383.0464095114335,383.0431523860247,0.010858449516286853,6,2026-05-18T15:09:33.541262,,,,,,
-12076.222222222215,0.6983372960937497,719,1.2960526315789473,0.3611111111111111,5229,0,368.91742229859585,368.91418259664437,0.010800416463460145,7,2026-05-18T15:11:28.398837,,,,,,
-11683.055555555557,0.6634204312890623,719,2.6580645161290324,0.6666666666666666,5226,0,394.6999237102991,394.6967213170419,0.010676238799832958,8,2026-05-18T15:13:22.776360,,,,,,
-10637.22222222223,0.6302494097246091,719,0.4161073825503356,0.20833333333333334,5230,0,379.06023537499186,379.05705191197086,0.0106121104920441,9,2026-05-18T15:15:17.798132,,,,,,
-10188.055555555575,0.5987369392383786,719,0.4723926380368098,0.2916666666666667,5216,0,370.0087053407714,370.0055289235334,0.01058869890775402,10,2026-05-18T15:18:38.010065,-7581.833333333332,0.0,0.6013071895424836,0.2777777777777778,5227.0,0.0
-10436.000000000013,0.5688000922764596,719,0.8827586206896552,0.3611111111111111,5236,0,371.9894591903156,371.98630403775996,0.010514809699503701,11,2026-05-18T15:20:32.056460,,,,,,
-10766.333333333334,0.5403600876626365,719,1.5806451612903225,0.5,5225,0,366.0878468010787,366.0847213172117,0.010420073236964426,12,2026-05-18T15:22:25.990591,,,,,,
-9982.999999999985,0.5133420832795047,719,1.55625,0.5277777777777778,5219,0,359.9576294624424,359.954515544695,0.010379667807064733,13,2026-05-18T15:24:19.995637,,,,,,
-9302.777777777785,0.48767497911552943,719,0.4276315789473684,0.19444444444444445,5228,0,349.88312501867557,349.88002332493727,0.010338012458075236,14,2026-05-18T15:26:14.016061,,,,,,
-105107.22222222226,0.46329123015975293,719,2.121359223300971,1.7083333333333333,4953,0,2666.456652517942,2666.453601439241,0.010217231057159427,15,2026-05-18T15:28:16.246723,,,,,,
-9321.222222222214,0.44012666865176525,719,0.9194630872483222,0.3472222222222222,5231,0,38765.9726420311,38765.969815038006,0.010849235435592863,16,2026-05-18T15:30:10.855303,,,,,,
-9437.666666666662,0.41812033521917696,719,0.34810126582278483,0.2222222222222222,5222,0,17922.232813319177,17922.22981232496,0.010848673998335473,17,2026-05-18T15:32:05.700041,,,,,,
-9334.000000000011,0.3972143184582181,719,0.35064935064935066,0.2638888888888889,5226,0,10813.59149713211,10813.588346245226,0.010754255426371461,18,2026-05-18T15:34:00.274345,,,,,,
-8958.722222222219,0.37735360253530714,719,0.9013157894736842,0.4444444444444444,5229,0,14003.133422469562,14003.130352842625,0.01081533286000326,19,2026-05-18T15:35:55.131935,,,,,,
-8561.222222222226,0.35848592240854177,719,0.7602739726027398,0.3194444444444444,5233,0,13472.983940517122,13472.980831416824,0.010753115685721432,20,2026-05-18T15:39:19.861105,-7252.055555555561,0.0,0.684931506849315,0.3194444444444444,5235.0,0.0
-8778.333333333332,0.34056162628811465,719,1.49375,0.4583333333333333,5220,0,12286.214135033364,12286.211060185757,0.010741427310215249,21,2026-05-18T15:41:16.551489,,,,,,
-8853.38888888889,0.3235335449737089,719,0.46405228758169936,0.2916666666666667,5227,0,16632.654006385008,16632.65088022203,0.010919059721315188,22,2026-05-18T15:43:09.359465,,,,,,
-8282.055555555564,0.30735686772502346,719,1.3310344827586207,0.2777777777777778,5235,0,21689.74368969489,21689.740773250065,0.010601516762522977,23,2026-05-18T15:45:05.420831,,,,,,
-8275.555555555558,0.2919890243387723,719,2.6551724137931036,0.5972222222222222,5235,0,18863.306923899432,18863.30388173407,0.010781139276548703,24,2026-05-18T15:47:00.890945,,,,,,
-7914.611111111114,0.27738957312183365,719,0.922077922077922,0.375,5227,0,24550.29836172388,24550.29538437123,0.010744829036513024,25,2026-05-18T15:48:55.941927,,,,,,
-7868.555555555554,0.263520094465742,719,1.3290322580645162,0.4583333333333333,5226,0,35118.406772555165,35118.40395593975,0.010554889511052773,26,2026-05-18T15:50:51.323003,,,,,,
-7880.16666666666,0.25034408974245487,719,0.8175675675675675,0.3333333333333333,5232,0,33651.6612380748,33651.658416917824,0.010551233189141635,27,2026-05-18T15:52:46.841684,,,,,,
-7934.499999999995,0.2378268852553321,719,2.18,0.5416666666666666,5230,0,29823.597232399465,29823.59440033426,0.01029329703439426,28,2026-05-18T15:54:42.465822,,,,,,
-8104.000000000008,0.2259355409925655,719,0.5,0.2638888888888889,5230,0,39020.088056922454,39020.085332326664,0.010238450065887273,29,2026-05-18T15:56:38.416437,,,,,,
-7857.444444444443,0.2146387639429372,719,1.2875816993464053,0.4305555555555556,5228,0,45057.394375690994,45057.39163437208,0.010464882803238897,30,2026-05-18T16:00:00.290694,-7252.055555555561,0.0,0.684931506849315,0.3194444444444444,5235.0,0.0
-7640.388888888887,0.20390682574579033,719,0.8012422360248447,0.3888888888888889,5220,0,39503.71691943343,39503.71408762289,0.01047861767655578,31,2026-05-18T16:01:52.755463,,,,,,
-7737.3888888889005,0.1937114844585008,719,1.082191780821918,0.3888888888888889,5233,0,51889.54188785898,51889.53917945575,0.010439136470972414,32,2026-05-18T16:03:48.349032,,,,,,
-7867.6666666666615,0.18402591023557577,719,5.3354037267080745,0.7777777777777778,5219,0,45205.26171942911,45205.258971276635,0.010371124858920033,33,2026-05-18T16:05:41.941218,,,,,,
-26699.555555555566,0.17482461472379698,719,2.562937062937063,1.2638888888888888,5095,0,48617.73061034477,48617.7279367248,0.010237779165197148,34,2026-05-18T16:07:37.195108,,,,,,
