reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-188.9232,0.768,719,3.4365,5.8333,6791,6791,7728,937,0,0,0,1.0,0,0,4.4788,24.2448,6.5086,19.7619,951.21,1596.0,506,0,0,A1,341.0,23672.0,0,43,0,W_A0A1_1,155.0,9666.0,0.0304,0.0283,0.0408,1,2026-05-28T23:59:17.837303,,,,,,,,,,,,
-145.27,0.7373,719,3.1375,4.0952,6939,6939,7761,822,0,0,0,1.0,0,0,3.6008,16.0347,5.5433,11.8333,929.3213,1534.0,500,0,0,A1,226.0,8526.0,0,3,0,W_A0A1_1,112.0,6951.0,0.0367,0.0345,0.0434,2,2026-05-29T00:05:10.580805,,,,,,,,,,,,
-138.3399,0.7078,719,3.5492,4.9524,6823,6823,7748,925,0,0,0,1.0,0,0,3.4877,18.7697,5.7131,13.6905,934.2462,1543.0,511,0,0,A1,276.0,5611.0,1,13,0,W_A0A1_1,108.0,2574.0,0.038,0.0359,0.0423,3,2026-05-29T00:11:23.797656,,,,,,,,,,,,
-251.8815,0.6795,719,2.2737,5.7143,6660,6660,7734,1074,0,2,2,1.0,0,0,5.5326,24.0202,7.4069,23.7143,994.8568,1738.0,488,0,0,A2,378.0,12862.0,0,43,0,A1A2_1,188.0,6289.0,0.0471,0.045,0.0421,4,2026-05-29T00:17:25.201608,,,,,,,,,,,,
-173.7583,0.6523,719,9.9337,6.8095,6875,6875,7780,905,0,0,0,1.0,0,0,3.9927,14.2509,6.2791,15.4524,975.1669,1640.0,474,0,0,A1,250.0,12558.0,0,18,0,W_A0A1_1,146.0,10729.0,0.0615,0.0594,0.0415,5,2026-05-29T00:28:47.957670,-140.1934,0.0,4.77,6.1429,6946.0,0.0,0.0,0.0,3.1984,8.989,5.7729,12.381
-142.5416,0.6262,719,4.2562,5.381,6887,6887,7769,882,0,1,1,1.0,0,0,3.4357,12.018,5.6649,13.4286,944.6342,1560.0,456,0,0,A1,209.0,6246.0,1,13,0,W_A0A1_1,97.0,4897.0,0.0639,0.0618,0.0408,6,2026-05-29T00:34:54.440470,,,,,,,,,,,,
-216.1347,0.6012,719,6.7614,7.3095,6707,6707,7738,1031,0,1,1,1.0,0,0,4.6008,21.4313,7.4665,18.119,1032.5216,1728.0,485,0,0,A2,273.0,9023.0,1,13,0,A1A2_1,136.0,4322.0,0.0659,0.0639,0.04,7,2026-05-29T00:41:06.219167,,,,,,,,,,,,
-161.5896,0.5771,719,4.8762,6.2619,6730,6730,7756,1026,0,1,1,1.0,0,0,3.6361,12.3742,6.289,16.9762,957.8651,1564.0,521,0,0,A1,273.0,10227.0,1,13,0,W_A0A1_1,110.0,1090.0,0.0779,0.0759,0.0397,8,2026-05-29T00:46:55.298485,,,,,,,,,,,,
-378.1211,0.554,719,2.5272,5.6429,6505,6505,7662,1157,0,6,6,1.0,0,0,9.571,107.257,7.3471,29.0714,986.548,1607.0,494,0,0,A2,677.0,119932.0,0,43,0,A1A2_1,210.0,31227.0,0.0839,0.0819,0.0392,9,2026-05-29T00:53:16.103594,,,,,,,,,,,,
-136.8701,0.5319,719,3.2876,4.0,6878,6878,7768,890,0,0,0,1.0,0,0,3.071,7.7755,5.6707,12.0714,946.2601,1554.0,458,0,0,A1,193.0,5611.0,0,13,0,W_A0A1_1,107.0,4108.0,0.1034,0.1015,0.0393,10,2026-05-29T01:03:46.069922,-159.1965,0.0,3.8445,5.4048,6875.0,0.0,2.0,2.0,4.9313,36.8216,5.3508,11.3333
-180.3416,0.5106,719,7.512,8.4286,6734,6734,7818,1084,0,0,0,1.0,0,0,3.8557,13.7615,6.7909,15.2619,1019.5021,1747.0,512,0,0,A1,244.0,3744.0,1,8,0,W_A0A1_1,114.0,1884.0,0.1017,0.0998,0.0385,11,2026-05-29T01:09:57.523007,,,,,,,,,,,,
-223.4696,0.4902,719,3.163,5.5952,6833,6833,7747,914,0,0,0,1.0,0,0,5.2673,36.0965,6.2903,23.5714,935.5674,1626.0,427,0,0,A2,397.0,37128.0,1,8,0,A1A2_1,172.0,14259.0,0.1107,0.1088,0.0381,12,2026-05-29T01:15:49.041458,,,,,,,,,,,,
-126.4419,0.4706,719,2.6416,3.9286,6907,6907,7825,918,0,0,0,1.0,0,0,3.0684,11.3943,5.3006,12.0238,932.3004,1565.0,483,0,0,A1,210.0,6292.0,1,13,0,W_A0A1_1,84.0,3577.0,0.1154,0.1135,0.0374,13,2026-05-29T01:21:41.120382,,,,,,,,,,,,
-146.6308,0.4517,719,12.2201,6.0476,6899,6899,7776,877,0,0,0,1.0,0,0,3.6442,12.8374,5.7979,12.4762,951.6231,1543.0,454,0,0,A1,247.0,5107.0,1,13,0,W_A0A1_1,129.0,3102.0,0.1171,0.1152,0.0369,14,2026-05-29T01:27:30.879437,,,,,,,,,,,,
-234.8204,0.4337,719,2.2953,4.3095,6763,6763,7701,938,0,0,0,1.0,0,0,4.9963,14.8437,7.6395,18.4524,1023.8776,1783.0,455,0,0,A2,325.0,10113.0,0,38,0,A1A2_1,191.0,6244.0,0.1199,0.118,0.0364,15,2026-05-29T01:38:47.319007,-167.9396,0.0,2.4731,3.4762,6802.0,0.0,1.0,1.0,4.4935,24.2404,6.2624,14.1905
-114.575,0.4163,719,1.7989,4.3571,6896,6896,7786,890,0,1,1,1.0,0,0,2.6769,6.8272,5.1491,10.7619,910.0278,1562.0,454,0,0,A1,173.0,3305.0,1,13,0,W_A0A1_1,82.0,2405.0,0.1228,0.121,0.036,16,2026-05-29T01:44:31.568092,,,,,,,,,,,,
-134.8514,0.3997,719,5.0415,5.0476,6854,6854,7674,820,0,0,0,1.0,0,0,3.3379,12.1278,5.5936,12.4048,933.8539,1616.0,465,0,0,A1,293.0,10873.0,0,43,0,W_A0A1_1,126.0,4138.0,0.1219,0.1201,0.0354,17,2026-05-29T01:50:21.461920,,,,,,,,,,,,
-151.2647,0.3837,719,3.4584,5.119,6823,6823,7761,938,0,0,0,1.0,0,0,3.6053,14.7107,5.9052,12.2381,963.7635,1562.0,445,0,0,A1,231.0,7198.0,1,13,0,W_A0A1_1,111.0,5618.0,0.128,0.1262,0.0351,18,2026-05-29T01:56:29.628087,,,,,,,,,,,,
-129.2005,0.3683,719,13.8124,6.2143,6848,6848,7818,970,0,1,1,1.0,0,0,3.0393,13.8124,5.4432,11.3571,948.5201,1563.0,504,0,0,A1,181.0,9874.0,0,3,0,W_A0A1_1,119.0,9204.0,0.1331,0.1314,0.0345,19,2026-05-29T02:02:27.581481,,,,,,,,,,,,
-145.1268,0.3536,719,5.3374,6.1667,6874,6874,7784,910,0,0,0,1.0,0,0,3.4516,13.2353,5.7782,13.0,941.9291,1571.0,475,0,0,A1,211.0,5627.0,1,13,0,W_A0A1_1,95.0,3230.0,0.1302,0.1285,0.034,20,2026-05-29T02:13:58.392464,-213.104,0.0,3.3011,5.5,6784.0,0.0,0.0,0.0,5.3563,24.1224,6.6432,19.4524
-144.9754,0.3395,719,4.8105,6.5952,6815,6815,7786,971,0,0,0,1.0,0,0,3.2048,10.4731,5.9968,15.619,964.4506,1631.0,443,0,0,A3,225.0,9775.0,1,13,0,A2A3_1,118.0,5196.0,0.1337,0.1321,0.0336,21,2026-05-29T02:19:57.482977,,,,,,,,,,,,
-151.6294,0.3259,719,5.0643,4.119,6806,6806,7724,918,0,0,0,1.0,0,0,3.8969,15.0324,5.8268,16.5238,949.0236,1669.0,454,0,0,A2,319.0,14236.0,1,13,0,A1A2_1,155.0,7797.0,0.1382,0.1365,0.0332,22,2026-05-29T02:25:55.754675,,,,,,,,,,,,
-232.1829,0.3128,719,3.7856,4.9286,6803,6803,7731,928,0,0,0,1.0,0,0,5.4667,38.9209,6.5018,20.7381,936.4701,1581.0,489,0,0,A2,391.0,23783.0,1,13,0,A1A2_1,206.0,13829.0,0.1365,0.1349,0.033,23,2026-05-29T02:31:41.936067,,,,,,,,,,,,
-128.4485,0.3003,719,2.2534,2.9048,6992,6992,7726,734,0,0,0,1.0,0,0,3.249,11.3692,5.0655,12.2619,891.8512,1520.0,452,0,0,A1,213.0,8893.0,1,8,0,W_A0A1_1,111.0,7052.0,0.1388,0.1372,0.0327,24,2026-05-29T02:37:22.560562,,,,,,,,,,,,
