reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp
-5544.722222222221,0.997,719,1.076086956521739,0.3055555555555556,3508,0,205.65686352078507,1,2026-05-10T19:17:35.616350
-6258.222222222229,0.994009,719,0.21052631578947367,0.08333333333333333,3504,0,76.98500900109389,2,2026-05-10T19:18:36.659729
-6040.7222222222235,0.991026973,719,2.74468085106383,0.3194444444444444,3504,0,40.96276946459095,3,2026-05-10T19:19:13.903677
-5985.944444444441,0.988053892081,719,0.6853932584269663,0.1527777777777778,3509,0,25.807100005541127,4,2026-05-10T19:19:53.129864
-6712.000000000004,0.985089730404757,719,0.39361702127659576,0.125,3506,0,29.25040207519319,5,2026-05-10T19:20:30.377139
-5822.944444444444,0.9821344612135428,719,2.1839080459770117,0.2361111111111111,3512,0,32.70653665646061,6,2026-05-10T19:21:06.259398
-5426.6666666666615,0.9791880578299021,719,2.0919540229885056,0.3194444444444444,3513,0,28.498836293174097,7,2026-05-10T19:21:40.358769
-6670.77777777778,0.9762504936564125,719,2.0693069306930694,0.2777777777777778,3498,1,27.225018942969566,8,2026-05-10T19:22:15.207933
-6092.388888888891,0.9733217421754432,719,1.6046511627906976,0.2777777777777778,3514,0,28.566289697469358,9,2026-05-10T19:22:50.642270
-5847.833333333331,0.9704017769489168,719,1.1348314606741574,0.1527777777777778,3510,0,28.361128620046898,10,2026-05-10T19:23:25.488783
-5498.44444444445,0.9674905716180701,719,1.6236559139784945,0.2222222222222222,3506,0,27.894401570188815,11,2026-05-10T19:24:00.111186
-5010.11111111111,0.9645880999032158,719,1.4606741573033708,0.2222222222222222,3510,0,27.732938724035016,12,2026-05-10T19:24:35.136360
-5759.499999999996,0.9616943356035061,719,1.4895833333333333,0.25,3502,0,27.80349023683678,13,2026-05-10T19:25:12.568094
-5207.722222222227,0.9588092525966956,719,0.9101123595505618,0.1388888888888889,3510,0,25.91983688126353,14,2026-05-10T19:29:01.657058
-5173.333333333336,0.9559328248389055,719,1.576086956521739,0.3055555555555556,3507,0,26.227565884755947,15,2026-05-10T19:32:02.959341
-5478.333333333332,0.9530650263643888,719,0.8681318681318682,0.1527777777777778,3508,0,26.118923529464446,16,2026-05-10T19:32:37.617163
-5345.499999999999,0.9502058312852957,719,0.25,0.125,3511,0,26.63070589842816,17,2026-05-10T19:33:10.864133
-5300.500000000012,0.9473552137914398,719,1.8461538461538463,0.2222222222222222,3509,0,26.65287086263983,18,2026-05-10T19:33:43.602622
-5464.666666666664,0.9445131481500655,719,2.130434782608696,0.3333333333333333,3507,0,26.697470891790694,19,2026-05-10T19:34:16.065904
-5337.555555555555,0.9416796087056153,719,1.6595744680851063,0.18055555555555555,3506,0,27.206088712052942,20,2026-05-10T19:34:48.183446
-5339.888888888883,0.9388545698794984,719,1.5909090909090908,0.2916666666666667,3512,0,27.746161321605527,21,2026-05-10T19:35:20.962575
-5480.111111111114,0.93603800616986,719,2.1030927835051547,0.25,3502,0,27.310748992941143,22,2026-05-10T19:35:53.156713
-5010.166666666665,0.9332298921513504,719,0.7586206896551724,0.1111111111111111,3512,0,27.377842814269087,23,2026-05-10T19:36:28.382638
-5519.166666666663,0.9304302024748964,719,1.4827586206896552,0.2638888888888889,3511,0,27.727397767492725,24,2026-05-10T19:37:01.599279
-5031.22222222222,0.9276389118674717,719,0.6875,0.1527777777777778,3503,0,27.848342786743842,25,2026-05-10T19:37:34.577119
-5261.500000000005,0.9248559951318693,719,1.3627450980392157,0.3194444444444444,3497,0,29.38686323364852,26,2026-05-10T19:38:07.373799
-4839.833333333333,0.9220814271464737,719,1.358695652173913,0.2638888888888889,3508,0,29.56763795420258,27,2026-05-10T19:38:40.735247
-5622.666666666666,0.9193151828650342,719,1.2473118279569892,0.2777777777777778,3506,0,29.160954349395794,28,2026-05-10T19:39:15.083094
-4587.444444444438,0.9165572373164391,719,0.6145833333333334,0.20833333333333334,3504,0,30.129011339869386,29,2026-05-10T19:39:47.822005
-4688.666666666667,0.9138075656044898,719,1.6477272727272727,0.20833333333333334,3512,0,29.748251096595478,30,2026-05-10T19:40:21.427979
-5113.611111111106,0.9110661429076764,719,0.3977272727272727,0.08333333333333333,3510,0,29.5378267396972,31,2026-05-10T19:40:53.840205
-4874.888888888885,0.9083329444789534,719,0.2247191011235955,0.08333333333333333,3511,0,30.146931445316746,32,2026-05-10T19:41:26.244935
-4762.611111111111,0.9056079456455165,719,1.6853932584269662,0.2638888888888889,3510,0,30.066698817119146,33,2026-05-10T19:41:59.184762
-4897.388888888893,0.90289112180858,719,1.550561797752809,0.20833333333333334,3510,0,29.409655280504506,34,2026-05-10T19:42:32.359810
-5149.944444444446,0.9001824484431542,719,0.4659090909090909,0.1527777777777778,3511,0,29.766502393634994,35,2026-05-10T19:43:05.551126
-4861.05555555555,0.8974819010978248,719,2.032258064516129,0.2916666666666667,3507,0,29.43686896206109,36,2026-05-10T19:43:38.293808
-4822.666666666662,0.8947894553945313,719,0.7741935483870968,0.2361111111111111,3506,0,29.93428227632865,37,2026-05-10T19:44:11.736279
-5080.500000000004,0.8921050870283477,719,0.5567010309278351,0.1527777777777778,3503,0,29.7901419903539,38,2026-05-10T19:44:44.701887
-5010.944444444446,0.8894287717672626,719,1.053763440860215,0.2638888888888889,3506,0,30.0515719375292,39,2026-05-10T19:45:17.701652
-4621.7222222222235,0.8867604854519608,719,0.7303370786516854,0.20833333333333334,3510,0,30.03795051839985,40,2026-05-10T19:45:50.128372
-4917.888888888886,0.884100203995605,719,3.032608695652174,0.4305555555555556,3507,0,29.767743743344706,41,2026-05-10T19:46:22.848569
-4761.111111111108,0.8814479033836181,719,0.2,0.08333333333333333,3513,0,30.347433880738322,42,2026-05-10T19:47:06.159691
-4751.055555555559,0.8788035596734672,719,2.3541666666666665,0.4027777777777778,3504,0,29.081385576675267,43,2026-05-10T19:47:38.952270
-4917.166666666664,0.8761671489944468,719,0.7422680412371134,0.2361111111111111,3502,0,29.29423806266095,44,2026-05-10T19:48:11.902745
-4956.6111111111095,0.8735386475474635,719,0.7222222222222222,0.18055555555555555,3509,0,29.764469226311906,45,2026-05-10T19:48:45.280882
-4462.166666666668,0.8709180316048211,719,0.9,0.2222222222222222,3509,0,29.65612261882246,46,2026-05-10T19:49:20.140374
-5053.277777777779,0.8683052775100066,719,0.6382978723404256,0.18055555555555555,3506,0,29.326833467655952,47,2026-05-10T19:49:55.018514
-4763.722222222216,0.8657003616774767,719,1.3333333333333333,0.2777777777777778,3500,0,29.997542868071704,48,2026-05-10T19:50:27.462141
-3888.8333333333294,0.8631032605924442,719,1.4333333333333333,0.2638888888888889,3509,0,29.70317128039534,49,2026-05-10T19:51:00.784046
-4827.611111111113,0.860513950810667,719,1.1397849462365592,0.20833333333333334,3505,0,28.521565971852013,50,2026-05-10T19:51:35.511044
-4251.611111111109,0.857932408958235,719,0.23529411764705882,0.09722222222222222,3513,0,29.23813971093699,51,2026-05-10T19:52:10.479824
-4995.666666666666,0.8553586117313603,719,1.388235294117647,0.2222222222222222,3513,0,29.35033651253776,52,2026-05-10T19:52:53.666426
-4519.888888888882,0.8527925358961662,719,1.125,0.2777777777777778,3511,0,29.32065159687578,53,2026-05-10T19:53:26.432410
-4019.1111111111086,0.8502341582884777,719,0.788235294117647,0.16666666666666666,3514,0,28.94646817288246,54,2026-05-10T19:53:59.024153
-4725.94444444444,0.8476834558136123,719,0.36082474226804123,0.125,3502,0,28.91836583664089,55,2026-05-10T19:54:31.866673
-4361.833333333331,0.8451404054461714,719,1.5813953488372092,0.25,3513,0,28.85785665498821,56,2026-05-10T19:55:04.802824
-4199.38888888889,0.8426049842298329,719,0.5,0.1527777777777778,3512,0,28.120374430204134,57,2026-05-10T19:55:37.817898
-4565.500000000011,0.8400771692771434,719,0.6145833333333334,0.19444444444444445,3503,0,27.99204870391124,58,2026-05-10T19:56:10.652908
-4341.555555555557,0.837556937769312,719,0.3333333333333333,0.1111111111111111,3516,0,28.072630475061494,59,2026-05-10T19:56:44.064374
-4260.333333333328,0.835044266956004,719,0.3488372093023256,0.1111111111111111,3513,0,27.95946122011654,60,2026-05-10T19:57:17.009417
-4377.9444444444425,0.8325391341551359,719,0.32098765432098764,0.08333333333333333,3518,0,27.81564256511577,61,2026-05-10T19:57:50.541203
-4846.9444444444425,0.8300415167526705,719,0.5054945054945055,0.125,3508,0,28.55523925696361,62,2026-05-10T19:58:23.384948
-4497.055555555557,0.8275513922024125,719,1.2386363636363635,0.20833333333333334,3511,0,28.869920200034873,63,2026-05-10T19:58:56.024815
-4102.722222222217,0.8250687380258053,719,0.3977272727272727,0.06944444444444445,3511,0,28.877041038120574,64,2026-05-10T19:59:28.027175
-4084.555555555551,0.8225935318117279,719,2.811111111111111,0.375,3510,0,28.769805122980323,65,2026-05-10T20:00:09.794302
-4180.777777777778,0.8201257512162927,719,0.3488372093023256,0.125,3513,0,28.492418583643122,66,2026-05-10T20:00:41.872107
-4403.499999999999,0.8176653739626438,719,0.3548387096774194,0.125,3506,0,28.047817187780133,67,2026-05-10T20:01:15.126471
-4143.222222222223,0.8152123778407558,719,0.39361702127659576,0.1111111111111111,3506,0,28.52686351197817,68,2026-05-10T20:01:47.737464
-4051.2222222222185,0.8127667407072335,719,1.1666666666666667,0.2361111111111111,3510,0,28.24680526266509,69,2026-05-10T20:02:20.806276
-4143.499999999998,0.8103284404851119,719,0.15294117647058825,0.08333333333333333,3515,0,28.02602014289612,70,2026-05-10T20:02:53.515332
-3805.666666666664,0.8078974551636565,719,0.8089887640449438,0.18055555555555555,3511,0,28.209801728271145,71,2026-05-10T20:03:26.953897
-4103.555555555557,0.8054737627981655,719,0.6153846153846154,0.1388888888888889,3509,0,28.033866797435266,72,2026-05-10T20:04:02.851494
-4073.722222222219,0.803057341509771,719,0.6483516483516484,0.1527777777777778,3508,0,28.419630814659744,73,2026-05-10T20:04:35.986881
-4034.833333333339,0.8006481694852418,719,0.8928571428571429,0.20833333333333334,3516,0,28.992055858458198,74,2026-05-10T20:05:08.691067
-4068.666666666669,0.798246224976786,719,0.36585365853658536,0.1111111111111111,3516,0,27.509125639235027,75,2026-05-10T20:05:41.006823
-3570.166666666672,0.7958514863018556,719,0.3763440860215054,0.1388888888888889,3506,0,27.716289101124474,76,2026-05-10T20:06:12.820871
-3784.8333333333344,0.79346393184295,719,2.3222222222222224,0.2638888888888889,3509,0,26.879550466948658,77,2026-05-10T20:06:58.028050
-4002.1111111111177,0.7910835400474212,719,0.6506024096385542,0.125,3515,0,26.96697163482369,78,2026-05-10T20:07:30.819593
-4152.722222222223,0.7887102894272789,719,0.9662921348314607,0.1527777777777778,3511,0,26.880531011271046,79,2026-05-10T20:08:03.938761
-4428.333333333336,0.7863441585589971,719,0.6091954022988506,0.09722222222222222,3512,0,26.481249956494413,80,2026-05-10T20:08:37.387677
-3812.27777777778,0.78398512608332,719,0.8571428571428571,0.1527777777777778,3515,0,26.739652944042223,81,2026-05-10T20:09:10.624362
-3844.1666666666683,0.7816331707050701,719,0.09782608695652174,0.08333333333333333,3507,0,26.687286055966776,82,2026-05-10T20:10:22.244407
-4207.166666666665,0.7792882711929549,719,0.7283950617283951,0.16666666666666666,3517,1,26.345333916421396,83,2026-05-10T20:12:24.570922
