reward,steps,avg_delay,avg_queue,throughput,emergency_stops,episode,timestamp
-357.3302932098764,719,14.3754,9.4048,5163,0,1,2026-07-13T13:07:40.924551
-345.47953703703706,719,15.8386,9.2381,5076,0,2,2026-07-13T13:09:00.247617
-390.30652777777783,719,20.2731,9.4762,5033,0,3,2026-07-13T13:10:17.420586
-359.0722530864198,719,15.1157,9.3333,5102,0,4,2026-07-13T13:11:35.984145
