reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-54.7842,0.784,719,1.3845,2.7857,4381,4381,5026,645,0,0,0,0.0,0,0,2.9584,16.0462,3.103,5.8333,536.6342,667.0,14,0,0,A1,165.0,3081.0,1,42,1,W_A0A1_1,65.0,1099.0,0.0051,1,2026-05-26T08:28:58.250663,,,,,,,,,,,,
-50.8756,0.7683,719,1.3355,3.5952,4480,4480,5091,611,0,0,0,0.0,0,0,2.8133,14.6701,2.9168,5.7143,506.1447,634.0,9,0,0,A1,152.0,2112.0,1,12,1,W_A0A1_1,88.0,1644.0,0.0032,2,2026-05-26T08:31:09.689437,,,,,,,,,,,,
-62.181,0.753,719,2.7992,3.7619,4535,4535,5282,747,0,0,0,1.0,0,0,3.1569,15.7034,3.294,6.3571,584.0459,778.0,78,0,0,A3,191.0,4704.0,0,32,0,A2A3_1,121.0,3120.0,0.0036,3,2026-05-26T08:35:54.797610,,,,,,,,,,,,
-52.6755,0.7379,719,1.3898,2.4762,4577,4577,5280,703,0,0,0,0.0,0,0,2.6677,12.4254,3.0348,7.9524,562.8317,750.0,79,0,0,A2,196.0,6354.0,1,12,0,A1A2_1,106.0,3405.0,0.005,4,2026-05-26T08:41:12.037969,,,,,,,,,,,,
-47.8994,0.7231,719,3.268,3.7619,4653,4653,5362,709,0,0,0,0.0,0,0,2.3782,18.849,2.8078,6.3333,567.5383,724.0,42,0,0,A3,135.0,1988.0,1,32,1,A2A3_1,80.0,1162.0,0.007,5,2026-05-26T08:48:30.268365,-29.1602,0.0,0.9015,1.8333,5043.0,0.0,0.0,0.0,1.4101,7.8634,1.8059,3.9762
-44.8518,0.7087,719,1.2651,2.5952,4602,4602,5198,596,0,0,0,0.0,0,0,2.5038,12.3142,2.6337,5.0952,502.5508,596.0,0,0,0,A1,131.0,1953.0,0,27,0,W_A0A1_1,87.0,1315.0,0.0079,6,2026-05-26T08:50:31.491931,,,,,,,,,,,,
-38.3188,0.6945,719,2.545,4.1667,4640,4640,5262,622,0,0,0,0.0,0,0,2.135,8.637,2.3716,4.7619,478.21,622.0,0,0,0,A2,159.0,3980.0,1,17,1,A1A2_1,78.0,1968.0,0.0082,7,2026-05-26T08:52:33.386876,,,,,,,,,,,,
-48.8298,0.6806,719,4.7503,4.8095,4648,4648,5413,765,0,0,0,0.0,0,0,2.0931,9.556,3.0533,7.2143,637.5842,897.0,80,0,0,A3,149.0,4179.0,0,37,0,A2A3_1,98.0,2855.0,0.0102,8,2026-05-26T08:55:10.071210,,,,,,,,,,,,
-42.0932,0.667,719,1.0251,1.7619,4626,4626,5304,678,0,1,1,0.0,0,0,2.1317,10.2748,2.6438,5.1905,540.2462,683.0,0,0,0,A3,118.0,3546.0,1,12,1,A2A3_1,61.0,1856.0,0.0111,9,2026-05-26T08:57:21.604595,,,,,,,,,,,,
-45.2429,0.6537,719,1.1535,2.5952,4613,4613,5297,684,0,0,0,0.0,0,0,2.3508,17.0375,2.6694,5.881,545.274,685.0,20,0,0,A3,145.0,5431.0,0,2,0,A2A3_1,76.0,3422.0,0.012,10,2026-05-26T09:01:40.767742,-43.1585,0.0,2.3337,4.2143,5097.0,0.0,0.0,0.0,1.9287,10.2916,2.2472,8.3333
