reward,epsilon,steps,avg_delay,avg_queue,throughput,arrived_vehicles,departed_vehicles,num_vehicles,emergency_stops,teleport_started,teleport_ended,recovery_active,local_safety_active_tls,local_safety_overrides,episode_mean_avg_delay,episode_max_avg_delay,episode_mean_avg_queue,episode_max_avg_queue,episode_mean_num_vehicles,episode_max_num_vehicles,episode_recovery_steps,episode_local_safety_steps,episode_local_safety_overrides,episode_peak_top_tl,episode_peak_top_tl_queue,episode_peak_top_tl_waiting,episode_peak_top_tl_phase,episode_peak_top_tl_phase_duration,episode_peak_top_tl_action,episode_peak_top_lane,episode_peak_top_lane_queue,episode_peak_top_lane_waiting,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops,eval_teleport_started,eval_teleport_ended,eval_episode_mean_delay,eval_episode_max_delay,eval_episode_mean_queue,eval_episode_max_queue
-154.7925,0.784,719,6.385,5.9048,6725,6725,7660,935,0,1,1,1.0,0,0,3.7112,19.417,5.9186,15.8571,947.6301,1579.0,530,0,0,A2,354.0,22483.0,0,33,0,A1A2_1,178.0,12446.0,0.0149,1,2026-05-28T23:59:10.687608,,,,,,,,,,,,
-135.4095,0.7683,719,6.3235,5.7143,6708,6708,7728,1020,0,0,0,1.0,0,0,3.0585,9.1552,5.8944,12.5,972.8039,1634.0,509,0,0,A1,173.0,4586.0,0,38,0,W_A0A1_1,95.0,3535.0,0.0189,2,2026-05-29T00:04:16.862522,,,,,,,,,,,,
-183.9575,0.753,719,5.847,7.881,6718,6718,7777,1059,0,0,0,1.0,0,0,4.2817,15.7152,6.6106,16.9048,936.2907,1586.0,499,0,0,A2,316.0,15998.0,1,3,0,A1A2_1,167.0,8706.0,0.0194,3,2026-05-29T00:09:47.770352,,,,,,,,,,,,
-138.8701,0.7379,719,6.0907,6.2143,6826,6826,7730,904,0,0,0,1.0,0,0,3.258,10.654,5.7759,11.3095,948.2156,1558.0,485,0,0,A1,200.0,6469.0,0,43,0,W_A0A1_1,101.0,4142.0,0.0259,4,2026-05-29T00:15:09.368460,,,,,,,,,,,,
-119.107,0.7231,719,6.8699,5.5,6945,6945,7775,830,0,0,0,1.0,0,0,2.811,8.4679,5.1465,11.5238,914.0918,1527.0,477,0,0,A1,227.0,3731.0,1,13,0,W_A0A1_1,106.0,2194.0,0.0289,5,2026-05-29T00:25:18.491216,-130.3693,0.0,3.1597,4.1667,6837.0,0.0,0.0,0.0,2.7273,8.2071,5.6193,13.9048
-248.2758,0.7087,719,5.7815,8.5952,6652,6652,7636,984,0,3,3,1.0,0,0,6.0025,50.6393,6.714,17.8095,988.3171,1655.0,511,0,0,A1,389.0,50574.0,0,33,0,W_A0A1_1,134.0,20473.0,0.033,6,2026-05-29T00:30:43.831461,,,,,,,,,,,,
-619.6566,0.6945,719,73.3264,27.5,5958,5958,7507,1544,0,30,25,1.0,0,0,14.9712,97.8466,9.7379,33.0952,1054.7942,1683.0,519,0,0,A2,650.0,95998.0,1,13,0,A1A2_1,213.0,14935.0,0.0548,7,2026-05-29T00:36:43.655613,,,,,,,,,,,,
-148.9501,0.6806,719,3.7253,5.8333,6792,6792,7742,950,0,0,0,1.0,0,0,3.6643,14.9035,5.9572,12.0238,955.427,1593.0,487,0,0,A1,213.0,12290.0,1,13,0,W_A0A1_1,116.0,10494.0,0.1186,8,2026-05-29T00:41:58.741130,,,,,,,,,,,,
-217.5342,0.667,719,2.3612,4.619,6693,6693,7590,897,0,2,2,1.0,0,0,5.5394,32.3398,6.8034,16.9524,997.0111,1676.0,507,0,0,A1,329.0,23017.0,1,3,0,W_A0A1_1,141.0,13828.0,0.1241,9,2026-05-29T00:47:15.318717,,,,,,,,,,,,
-158.949,0.6537,719,2.7257,3.5,6912,6912,7612,700,0,0,0,1.0,0,0,4.2245,25.2657,6.0359,12.3095,934.0723,1644.0,485,0,0,A1,310.0,15310.0,0,33,0,W_A0A1_1,148.0,6758.0,0.13,10,2026-05-29T00:57:47.157469,-221.0511,0.0,3.8087,7.1429,6736.0,0.0,0.0,0.0,4.9569,22.8238,7.0432,21.2619
