============================================================
Training gat_dqn on grid_3x3
Net: D:\ITB\TA\gnn-marl-traffic\data/networks/grid_3x3/grid_3x3.net.xml
Route: D:\ITB\TA\gnn-marl-traffic\data/networks/grid_3x3/grid_3x3.rou.xml
Episodes: 200
Seed: 42 | Deterministic: True
============================================================
Number of agents (traffic lights): 9
Traffic light IDs: ['A1', 'B0', 'A0', 'A2', 'B1', 'B2', 'C0', 'C1', 'C2']
Observation dim: 43
Number of actions: 2
Number of lanes per intersection: 8
Adjacency matrix:
[[1. 0. 1. 1. 1. 0. 0. 0. 0.]
 [0. 1. 1. 0. 1. 0. 1. 0. 0.]
 [1. 1. 1. 0. 0. 0. 0. 0. 0.]
 [1. 0. 0. 1. 0. 1. 0. 0. 0.]
 [1. 1. 0. 0. 1. 1. 0. 1. 0.]
 [0. 0. 0. 1. 1. 1. 0. 0. 1.]
 [0. 1. 0. 0. 0. 0. 1. 1. 0.]
 [0. 0. 0. 0. 1. 0. 1. 1. 1.]
 [0. 0. 0. 0. 0. 1. 0. 1. 1.]]
Episode   31 | reward: -5565.6111 | epsilon: 0.9111 | steps: 719 | avg_delay: 4.6700 | avg_queue: 0.2778 | throughput: 3499 | emergency_stops: 1 | loss_total: 54.1054 | loss_rl: 54.1035 | loss_pred: 0.0064
Episode   32 | reward: -5180.9444 | epsilon: 0.9083 | steps: 719 | avg_delay: 1.0455 | avg_queue: 0.2083 | throughput: 3512 | emergency_stops: 0 | loss_total: 55.5873 | loss_rl: 55.5854 | loss_pred: 0.0064
Episode   33 | reward: -5446.9444 | epsilon: 0.9056 | steps: 719 | avg_delay: 1.1748 | avg_queue: 0.3194 | throughput: 3497 | emergency_stops: 0 | loss_total: 54.6614 | loss_rl: 54.6595 | loss_pred: 0.0064
Episode   34 | reward: -5182.7778 | epsilon: 0.9029 | steps: 719 | avg_delay: 0.9255 | avg_queue: 0.2361 | throughput: 3506 | emergency_stops: 0 | loss_total: 55.6527 | loss_rl: 55.6508 | loss_pred: 0.0064
Episode   35 | reward: -4762.4444 | epsilon: 0.9002 | steps: 719 | avg_delay: 0.7889 | avg_queue: 0.1944 | throughput: 3509 | emergency_stops: 0 | loss_total: 53.6834 | loss_rl: 53.6815 | loss_pred: 0.0064
Episode   36 | reward: -4753.7778 | epsilon: 0.8975 | steps: 719 | avg_delay: 0.5000 | avg_queue: 0.1389 | throughput: 3511 | emergency_stops: 0 | loss_total: 52.8953 | loss_rl: 52.8934 | loss_pred: 0.0064
Episode   37 | reward: -4914.6111 | epsilon: 0.8948 | steps: 719 | avg_delay: 0.3103 | avg_queue: 0.1111 | throughput: 3512 | emergency_stops: 0 | loss_total: 53.2131 | loss_rl: 53.2112 | loss_pred: 0.0063
Episode   38 | reward: -4957.4444 | epsilon: 0.8921 | steps: 719 | avg_delay: 2.3736 | avg_queue: 0.3056 | throughput: 3509 | emergency_stops: 0 | loss_total: 53.8906 | loss_rl: 53.8887 | loss_pred: 0.0063
Episode   39 | reward: -5516.6111 | epsilon: 0.8894 | steps: 719 | avg_delay: 0.7303 | avg_queue: 0.1944 | throughput: 3510 | emergency_stops: 0 | loss_total: 53.4203 | loss_rl: 53.4184 | loss_pred: 0.0063
Episode   40 | reward: -4711.7778 | epsilon: 0.8868 | steps: 719 | avg_delay: 0.1412 | avg_queue: 0.0556 | throughput: 3514 | emergency_stops: 0 | loss_total: 52.9815 | loss_rl: 52.9796 | loss_pred: 0.0063
Episode   41 | reward: -5058.4444 | epsilon: 0.8841 | steps: 719 | avg_delay: 0.3908 | avg_queue: 0.1528 | throughput: 3513 | emergency_stops: 0 | loss_total: 52.8718 | loss_rl: 52.8699 | loss_pred: 0.0063
Episode   42 | reward: -5351.7222 | epsilon: 0.8814 | steps: 719 | avg_delay: 0.4494 | avg_queue: 0.1250 | throughput: 3511 | emergency_stops: 0 | loss_total: 51.8796 | loss_rl: 51.8777 | loss_pred: 0.0063
Episode   43 | reward: -5139.2778 | epsilon: 0.8788 | steps: 719 | avg_delay: 0.9195 | avg_queue: 0.2500 | throughput: 3512 | emergency_stops: 0 | loss_total: 53.7603 | loss_rl: 53.7584 | loss_pred: 0.0062
Episode   44 | reward: -4919.8889 | epsilon: 0.8762 | steps: 719 | avg_delay: 0.5714 | avg_queue: 0.1667 | throughput: 3507 | emergency_stops: 1 | loss_total: 52.0922 | loss_rl: 52.0903 | loss_pred: 0.0062
Episode   45 | reward: -4791.7778 | epsilon: 0.8735 | steps: 719 | avg_delay: 1.8824 | avg_queue: 0.2361 | throughput: 3515 | emergency_stops: 0 | loss_total: 52.8909 | loss_rl: 52.8890 | loss_pred: 0.0062
Episode   46 | reward: -4738.5000 | epsilon: 0.8709 | steps: 719 | avg_delay: 1.0337 | avg_queue: 0.1111 | throughput: 3510 | emergency_stops: 0 | loss_total: 54.0269 | loss_rl: 54.0251 | loss_pred: 0.0062
Episode   47 | reward: -4582.0556 | epsilon: 0.8683 | steps: 719 | avg_delay: 1.5281 | avg_queue: 0.2778 | throughput: 3511 | emergency_stops: 0 | loss_total: 54.6173 | loss_rl: 54.6154 | loss_pred: 0.0062
Episode   48 | reward: -4651.5000 | epsilon: 0.8657 | steps: 719 | avg_delay: 1.1395 | avg_queue: 0.2222 | throughput: 3513 | emergency_stops: 0 | loss_total: 53.0833 | loss_rl: 53.0814 | loss_pred: 0.0062
Episode   49 | reward: -4561.2222 | epsilon: 0.8631 | steps: 719 | avg_delay: 0.1687 | avg_queue: 0.0417 | throughput: 3516 | emergency_stops: 0 | loss_total: 52.2264 | loss_rl: 52.2245 | loss_pred: 0.0062
Episode   50 | reward: -4734.4444 | epsilon: 0.8605 | steps: 719 | avg_delay: 0.4070 | avg_queue: 0.1389 | throughput: 3513 | emergency_stops: 0 | loss_total: 52.2332 | loss_rl: 52.2313 | loss_pred: 0.0062
Episode   51 | reward: -4721.6111 | epsilon: 0.8579 | steps: 719 | avg_delay: 1.1341 | avg_queue: 0.2639 | throughput: 3518 | emergency_stops: 0 | loss_total: 49.9073 | loss_rl: 49.9054 | loss_pred: 0.0062
