reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp
-5742.111111111113,0.997,719,1.851063829787234,0.2638888888888889,3505,0,181.49742327666866,1,2026-05-10T19:17:35.721287
-6195.5555555555575,0.994009,719,1.4705882352941178,0.3055555555555556,3498,0,91.03187206093227,2,2026-05-10T19:18:36.587077
-5823.72222222222,0.991026973,719,1.7127659574468086,0.3194444444444444,3505,0,52.75109904664614,3,2026-05-10T19:19:13.629638
-5078.666666666663,0.988053892081,719,0.8089887640449438,0.20833333333333334,3511,1,33.83714060458421,4,2026-05-10T19:19:52.355826
-5495.777777777782,0.985089730404757,719,0.6847826086956522,0.1111111111111111,3506,0,24.258166956470472,5,2026-05-10T19:20:29.538222
-5744.166666666664,0.9821344612135428,719,2.533333333333333,0.3611111111111111,3509,0,22.910474994749617,6,2026-05-10T19:21:05.400574
-5701.222222222229,0.9791880578299021,719,0.2608695652173913,0.08333333333333333,3507,0,21.365723644410455,7,2026-05-10T19:21:39.511972
-5757.388888888893,0.9762504936564125,719,2.231578947368421,0.2222222222222222,3505,0,24.232480733550474,8,2026-05-10T19:22:13.852322
-5787.83333333333,0.9733217421754432,719,1.391304347826087,0.19444444444444445,3507,0,24.273280207404508,9,2026-05-10T19:22:48.998401
-5575.5,0.9704017769489168,719,2.5930232558139537,0.3472222222222222,3513,0,23.71153408496204,10,2026-05-10T19:23:24.154236
-5464.499999999993,0.9674905716180701,719,3.606741573033708,0.4166666666666667,3510,0,24.17777951867922,11,2026-05-10T19:23:59.333154
-5797.388888888887,0.9645880999032158,719,1.3908045977011494,0.2777777777777778,3513,0,23.14207272801512,12,2026-05-10T19:24:34.348106
-6021.388888888889,0.9616943356035061,719,0.7065217391304348,0.125,3507,0,23.041198886982755,13,2026-05-10T19:25:11.229047
-5214.722222222222,0.9588092525966956,719,0.6896551724137931,0.18055555555555555,3512,0,23.680171806059562,14,2026-05-10T19:28:47.546367
-5090.944444444445,0.9559328248389055,719,0.4791666666666667,0.19444444444444445,3504,0,23.384840693361074,15,2026-05-10T19:32:01.325817
-5120.944444444445,0.9530650263643888,719,0.48314606741573035,0.1388888888888889,3510,1,23.281711838341554,16,2026-05-10T19:32:35.659166
-5160.833333333333,0.9502058312852957,719,0.9390243902439024,0.1527777777777778,3518,0,23.394894354532425,17,2026-05-10T19:33:08.566210
-5720.277777777787,0.9473552137914398,719,0.9761904761904762,0.19444444444444445,3515,0,24.574045065878494,18,2026-05-10T19:33:41.007675
-5468.833333333334,0.9445131481500655,719,1.2903225806451613,0.2361111111111111,3507,0,25.036784762301597,19,2026-05-10T19:34:13.421542
-5187.555555555556,0.9416796087056153,719,0.9770114942528736,0.2638888888888889,3512,0,24.681230332821567,20,2026-05-10T19:34:45.346477
-5373.166666666667,0.9388545698794984,719,0.2247191011235955,0.06944444444444445,3510,0,24.811920853085578,21,2026-05-10T19:35:17.577378
-4935.166666666663,0.93603800616986,719,1.025,0.20833333333333334,3519,0,24.76628539359951,22,2026-05-10T19:35:49.904694
-5279.222222222225,0.9332298921513504,719,1.0823529411764705,0.16666666666666666,3515,0,25.54581658863391,23,2026-05-10T19:36:26.287954
-5273.277777777781,0.9304302024748964,719,2.2244897959183674,0.3611111111111111,3502,0,25.97842801429632,24,2026-05-10T19:36:59.528135
-5427.777777777776,0.9276389118674717,719,0.7386363636363636,0.125,3512,0,26.254574331355194,25,2026-05-10T19:37:32.176361
-5216.333333333328,0.9248559951318693,719,0.8461538461538461,0.2638888888888889,3508,1,26.26989830452146,26,2026-05-10T19:38:04.902619
-5060.444444444441,0.9220814271464737,719,1.8314606741573034,0.2638888888888889,3510,0,26.314229691973647,27,2026-05-10T19:38:38.143682
-5038.111111111113,0.9193151828650342,719,1.3978494623655915,0.25,3506,0,26.471672888425527,28,2026-05-10T19:39:11.105816
-4641.055555555565,0.9165572373164391,719,1.4395604395604396,0.3055555555555556,3509,0,27.09745325133598,29,2026-05-10T19:39:43.910416
-4612.499999999999,0.9138075656044898,719,0.2962962962962963,0.08333333333333333,3518,0,27.45361380384761,30,2026-05-10T19:40:17.181431
-4816.83333333333,0.9110661429076764,719,0.8111111111111111,0.16666666666666666,3510,0,27.320001856839706,31,2026-05-10T19:40:50.844147
-5212.888888888891,0.9083329444789534,719,2.425531914893617,0.3472222222222222,3506,0,26.718808528279396,32,2026-05-10T19:41:23.459914
-5702.722222222217,0.9056079456455165,719,0.945054945054945,0.18055555555555555,3509,0,27.475528125471133,33,2026-05-10T19:41:56.004038
-5086.722222222223,0.90289112180858,719,1.8160919540229885,0.2222222222222222,3513,0,27.824382718315707,34,2026-05-10T19:42:29.112367
-5125.888888888892,0.9001824484431542,719,0.9655172413793104,0.18055555555555555,3512,0,27.51461166201447,35,2026-05-10T19:43:02.570930
-4564.166666666669,0.8974819010978248,719,2.3908045977011496,0.25,3513,0,27.894268333000003,36,2026-05-10T19:43:35.038518
-5087.555555555555,0.8947894553945313,719,1.3186813186813187,0.25,3509,0,28.00884867311353,37,2026-05-10T19:44:09.978138
-4605.111111111109,0.8921050870283477,719,0.6352941176470588,0.16666666666666666,3515,0,28.48037643326506,38,2026-05-10T19:44:42.971444
-4759.3333333333385,0.8894287717672626,719,1.4941176470588236,0.2361111111111111,3515,0,28.225440390086803,39,2026-05-10T19:45:16.133671
-5178.777777777778,0.8867604854519608,719,1.5632183908045978,0.2777777777777778,3513,0,28.519621150052597,40,2026-05-10T19:45:48.498060
-4620.22222222222,0.884100203995605,719,1.1237113402061856,0.19444444444444445,3503,0,27.774571122977267,41,2026-05-10T19:46:21.369849
-4625.222222222221,0.8814479033836181,719,0.6111111111111112,0.1527777777777778,3510,0,27.264178677958142,42,2026-05-10T19:47:04.638038
-5027.888888888889,0.8788035596734672,719,0.2717391304347826,0.1111111111111111,3508,0,28.45551313578005,43,2026-05-10T19:47:38.056481
-5074.833333333332,0.8761671489944468,719,0.4883720930232558,0.1388888888888889,3513,0,27.984347222743345,44,2026-05-10T19:48:11.078081
-4511.277777777777,0.8735386475474635,719,0.8588235294117647,0.19444444444444445,3515,1,27.73728452637398,45,2026-05-10T19:48:44.505848
-4553.888888888882,0.8709180316048211,719,2.858695652173913,0.3333333333333333,3507,0,27.95308412331699,46,2026-05-10T19:49:21.175300
-4691.7777777777765,0.8683052775100066,719,1.2,0.2638888888888889,3515,0,27.38381240165615,47,2026-05-10T19:49:54.181858
-4741.999999999999,0.8657003616774767,719,0.3953488372093023,0.1111111111111111,3512,0,27.531037910259816,48,2026-05-10T19:50:26.688669
-4503.944444444448,0.8631032605924442,719,1.2783505154639174,0.2361111111111111,3503,0,26.867492253989273,49,2026-05-10T19:51:00.000611
-4610.33333333333,0.860513950810667,719,0.26744186046511625,0.09722222222222222,3514,0,27.406407219644052,50,2026-05-10T19:51:34.651659
-4371.388888888888,0.857932408958235,719,1.4022988505747127,0.2222222222222222,3511,0,28.354721297474995,51,2026-05-10T19:52:09.283383
-4720.833333333334,0.8553586117313603,719,2.043010752688172,0.3194444444444444,3507,0,28.097008244881874,52,2026-05-10T19:52:54.420839
-4310.944444444447,0.8527925358961662,719,1.1744186046511629,0.1388888888888889,3513,0,27.116105107505067,53,2026-05-10T19:53:26.919688
-4338.777777777779,0.8502341582884777,719,1.3444444444444446,0.20833333333333334,3510,0,27.51832277353682,54,2026-05-10T19:54:01.771279
-4135.7222222222235,0.8476834558136123,719,0.7619047619047619,0.18055555555555555,3515,0,27.76609343845755,55,2026-05-10T19:54:34.393212
-4080.8888888888905,0.8451404054461714,719,1.1627906976744187,0.18055555555555555,3514,1,27.353166176977673,56,2026-05-10T19:55:09.694760
-4572.55555555555,0.8426049842298329,719,0.5393258426966292,0.09722222222222222,3509,1,26.825332291434638,57,2026-05-10T19:55:45.172654
-4699.722222222219,0.8400771692771434,719,0.4772727272727273,0.19444444444444445,3512,0,27.82567512342429,58,2026-05-10T19:56:18.057085
-3838.9999999999964,0.837556937769312,719,0.367816091954023,0.125,3512,0,27.511378249803737,59,2026-05-10T19:56:51.350847
-4634.000000000003,0.835044266956004,719,1.5842696629213484,0.25,3510,0,26.789891146154496,60,2026-05-10T19:57:26.805700
-4226.444444444444,0.8325391341551359,719,0.09523809523809523,0.05555555555555555,3514,0,28.32240389849115,61,2026-05-10T19:57:59.942648
-4049.3888888888882,0.8300415167526705,719,0.5542168674698795,0.1388888888888889,3516,0,27.774276433634327,62,2026-05-10T19:58:32.780595
-4404.222222222218,0.8275513922024125,719,2.202247191011236,0.2777777777777778,3511,0,27.60315113836933,63,2026-05-10T19:59:04.955867
-4200.3333333333385,0.8250687380258053,719,0.14285714285714285,0.06944444444444445,3515,0,26.54451081616822,64,2026-05-10T19:59:36.857564
-4169.055555555552,0.8225935318117279,719,0.7303370786516854,0.16666666666666666,3509,0,26.671431991089037,65,2026-05-10T20:00:18.607175
-4299.944444444451,0.8201257512162927,719,2.1149425287356323,0.2638888888888889,3513,0,26.88031259465118,66,2026-05-10T20:00:50.790827
-4096.777777777776,0.8176653739626438,719,0.9425287356321839,0.20833333333333334,3513,0,26.799090073735393,67,2026-05-10T20:01:24.125094
-4417.888888888888,0.8152123778407558,719,0.5222222222222223,0.1388888888888889,3509,0,26.894489402399607,68,2026-05-10T20:01:56.571475
-4033.1666666666647,0.8127667407072335,719,0.7558139534883721,0.20833333333333334,3513,0,27.16575611151641,69,2026-05-10T20:02:29.862273
-4255.499999999995,0.8103284404851119,719,0.375,0.125,3512,0,27.309870662874904,70,2026-05-10T20:03:02.165553
-4391.3333333333285,0.8078974551636565,719,0.8214285714285714,0.2361111111111111,3515,0,26.221605799625912,71,2026-05-10T20:03:35.736767
-4078.7777777777765,0.8054737627981655,719,0.08045977011494253,0.05555555555555555,3512,0,26.51747011972568,72,2026-05-10T20:04:08.642686
-3980.611111111111,0.803057341509771,719,1.3863636363636365,0.3194444444444444,3512,0,26.449730330614454,73,2026-05-10T20:04:41.622356
-4086.9444444444453,0.8006481694852418,719,0.8555555555555555,0.19444444444444445,3510,0,25.36994691087407,74,2026-05-10T20:05:14.172668
-4156.722222222222,0.798246224976786,719,0.48,0.125,3500,0,25.998052520115287,75,2026-05-10T20:05:46.452701
-3755.7777777777765,0.7958514863018556,719,1.7954545454545454,0.2916666666666667,3511,0,25.40059279599674,76,2026-05-10T20:06:18.313269
-4027.1666666666633,0.79346393184295,719,0.42528735632183906,0.1527777777777778,3512,0,25.58553152124142,77,2026-05-10T20:07:03.836306
-3853.722222222228,0.7910835400474212,719,0.8777777777777778,0.16666666666666666,3510,0,25.09385932370585,78,2026-05-10T20:07:36.524228
-3651.944444444442,0.7887102894272789,719,0.18604651162790697,0.08333333333333333,3514,0,25.439256434646204,79,2026-05-10T20:08:09.864329
-3822.333333333333,0.7863441585589971,719,2.1904761904761907,0.3472222222222222,3516,0,25.632684267280165,80,2026-05-10T20:08:46.631491
-4005.055555555559,0.78398512608332,719,0.11494252873563218,0.08333333333333333,3512,0,25.359299860013873,81,2026-05-10T20:09:19.225369
-3863.8888888888882,0.7816331707050701,719,1.0,0.25,3515,0,25.84994480838696,82,2026-05-10T20:11:23.044004
-4111.944444444445,0.7792882711929549,719,0.14736842105263157,0.06944444444444445,3504,0,25.46584810302055,83,2026-05-10T20:12:34.050656
-3660.2222222222185,0.776950406379376,719,0.38823529411764707,0.125,3515,0,25.349263723105484,84,2026-05-10T20:13:10.641591
-3747.0000000000036,0.7746195551602378,719,0.5232558139534884,0.18055555555555555,3514,0,25.910905612526417,85,2026-05-10T20:15:14.015933
-3609.6666666666697,0.7722956964947572,719,0.6265060240963856,0.1527777777777778,3516,0,25.179749911948935,86,2026-05-10T20:19:37.798339
-3933.72222222222,0.7699788094052729,719,0.3977272727272727,0.1527777777777778,3512,0,25.51185753282486,87,2026-05-10T20:22:34.531519
-3936.8333333333285,0.767668872977057,719,2.546511627906977,0.2638888888888889,3514,1,25.003039414428372,88,2026-05-10T20:23:10.988008
-3802.8333333333358,0.7653658663581259,719,1.8295454545454546,0.2916666666666667,3511,0,25.119194988415206,89,2026-05-10T20:23:48.535652
-3398.7222222222263,0.7630697687590515,719,0.735632183908046,0.19444444444444445,3512,0,24.568521324550325,90,2026-05-10T20:27:17.268228
