reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_total,loss_rl,loss_pred,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-6835.666666666658,0.95,719,3.134020618556701,0.25,3502,0,144.59038463452967,144.5868861035603,0.011661067879020532,1,2026-05-19T04:46:34.261535,,,,,,
-6396.055555555557,0.9025,719,1.5517241379310345,0.18055555555555555,3512,0,90.08684589136625,90.08405236043917,0.009311941188082658,2,2026-05-19T04:48:16.861016,,,,,,
-6083.2222222222235,0.8573749999999999,719,0.5483870967741935,0.125,3505,0,85.09029522127834,85.08762348477465,0.008905323222279549,3,2026-05-19T04:49:59.346759,,,,,,
-5698.888888888881,0.8145062499999999,719,1.4456521739130435,0.2777777777777778,3508,0,85.54837803316713,85.54582801680903,0.008499689455894088,4,2026-05-19T04:51:41.762642,,,,,,
-5492.611111111107,0.7737809374999999,719,1.8829787234042554,0.2777777777777778,3506,0,78.9437751186408,78.94124775702167,0.008424984780172604,5,2026-05-19T04:53:24.117746,,,,,,
-4892.333333333333,0.7350918906249998,719,1.4333333333333333,0.3055555555555556,3510,0,75.91353585955497,75.91103376831565,0.00834028355282458,6,2026-05-19T04:55:06.858553,,,,,,
-5111.555555555562,0.6983372960937497,719,0.2978723404255319,0.08333333333333333,3505,0,71.93990934475407,71.93744667382167,0.008208836659384952,7,2026-05-19T04:56:49.095693,,,,,,
-4599.277777777779,0.6634204312890623,719,0.8043478260869565,0.19444444444444445,3506,0,68.96051455140943,68.95808760811457,0.008089955941474736,8,2026-05-19T04:58:31.490124,,,,,,
-4226.555555555555,0.6302494097246091,719,1.5411764705882354,0.18055555555555555,3514,0,66.98846591530324,66.98605928169006,0.008021813692325552,9,2026-05-19T05:00:14.111024,,,,,,
-4421.166666666666,0.5987369392383786,719,1.588235294117647,0.2777777777777778,3514,0,63.56439230737169,63.56200170715926,0.007968721254592727,10,2026-05-19T05:03:08.026899,-2979.4444444444466,0.0,0.12643678160919541,0.05555555555555555,3512.0,0.0
-4291.277777777782,0.5688000922764596,719,1.3846153846153846,0.3194444444444444,3509,0,61.17199643895092,61.16963036103441,0.007886917967613533,11,2026-05-19T05:04:52.594253,,,,,,
-4144.8333333333285,0.5403600876626365,719,0.21428571428571427,0.041666666666666664,3516,0,61.69627654137963,61.6939177586074,0.007862157104808904,12,2026-05-19T05:06:35.948423,,,,,,
-3802.111111111112,0.5133420832795047,719,0.37777777777777777,0.1111111111111111,3510,0,61.67611101174388,61.67377595012808,0.007783370225927346,13,2026-05-19T05:08:18.446235,,,,,,
-4090.22222222222,0.48767497911552943,719,0.5955056179775281,0.125,3509,0,58.56463246882708,58.56231176936079,0.007735563053520233,14,2026-05-19T05:10:02.710945,,,,,,
-3676.4999999999995,0.46329123015975293,719,0.9456521739130435,0.16666666666666666,3507,0,56.755782301137444,56.75348268065897,0.007665371316354281,15,2026-05-19T05:11:46.774772,,,,,,
-3803.333333333336,0.44012666865176525,719,1.388235294117647,0.2361111111111111,3515,0,57.909949969847446,57.90767240457973,0.007591859522367593,16,2026-05-19T05:13:30.028262,,,,,,
-3813.5555555555575,0.41812033521917696,719,0.8666666666666667,0.2361111111111111,3510,0,57.32585013526206,57.32358639097678,0.007545801130238719,17,2026-05-19T05:15:14.130810,,,,,,
-3714.9444444444443,0.3972143184582181,719,0.5888888888888889,0.16666666666666666,3509,0,57.07830079440779,57.07605394832945,0.007489461646711918,18,2026-05-19T05:16:58.885757,,,,,,
-3792.4999999999986,0.37735360253530714,719,0.651685393258427,0.19444444444444445,3510,0,57.69811738482437,57.695896642098674,0.007402614339984052,19,2026-05-19T05:18:41.814577,,,,,,
-3408.777777777784,0.35848592240854177,719,0.06818181818181818,0.027777777777777776,3511,0,57.830985465865474,57.82878527157164,0.007333928649216601,20,2026-05-19T05:21:37.897373,-2979.4444444444466,0.0,0.12643678160919541,0.05555555555555555,3512.0,0.0
-6235.111111111116,0.34056162628811465,719,41.91044776119403,0.8472222222222222,3466,0,57.00884428276306,57.00666636651348,0.007259833722301501,21,2026-05-19T05:23:21.715394,,,,,,
-3470.444444444443,0.3235335449737089,719,0.4659090909090909,0.1111111111111111,3512,0,146.7357523020186,146.7335842434985,0.0072244401595015105,22,2026-05-19T05:25:06.297782,,,,,,
-3399.0000000000005,0.30735686772502346,719,0.4065934065934066,0.1111111111111111,3509,0,120.28867139537742,120.28651827200729,0.007176065288991855,23,2026-05-19T05:26:50.858789,,,,,,
-3386.7222222222244,0.2919890243387723,719,0.4157303370786517,0.1111111111111111,3510,0,99.39091108107269,99.38878670322381,0.007079997514432843,24,2026-05-19T05:28:35.084684,,,,,,
-3410.0000000000027,0.27738957312183365,719,0.4883720930232558,0.125,3513,0,108.125261266971,108.12316741731136,0.006979976864907274,25,2026-05-19T05:30:19.985099,,,,,,
-28868.222222222274,0.263520094465742,719,1.4523809523809523,0.2222222222222222,3515,0,1450.1698975490099,1450.1677657009332,0.007074220968677205,26,2026-05-19T05:32:07.831616,,,,,,
