reward,epsilon,steps,avg_delay,avg_queue,throughput,emergency_stops,loss_rl,episode,timestamp,eval_reward,eval_reward_std,eval_avg_delay,eval_avg_queue,eval_throughput,eval_emergency_stops
-15277.111111111126,0.95,719,1.3006134969325154,0.5277777777777778,5217,0,674.9253092509945,1,2026-05-18T16:43:28.115052,,,,,,
-13633.666666666657,0.9025,719,2.276470588235294,0.5,5208,0,393.14605621635,2,2026-05-18T16:44:52.801376,,,,,,
-13854.555555555553,0.8573749999999999,719,1.337837837837838,0.4583333333333333,5233,0,326.4215807748935,3,2026-05-18T16:46:17.754973,,,,,,
-13248.333333333336,0.8145062499999999,719,1.9155844155844155,0.5277777777777778,5227,0,235.53772137128593,4,2026-05-18T16:47:42.327207,,,,,,
-12492.611111111115,0.7737809374999999,719,1.2193548387096773,0.4861111111111111,5226,0,225.6776399466524,5,2026-05-18T16:49:07.141966,,,,,,
-11135.333333333334,0.7350918906249998,719,1.0062893081761006,0.3611111111111111,5221,0,223.45951091994496,6,2026-05-18T16:50:30.990461,,,,,,
-11234.833333333338,0.6983372960937497,719,0.6751592356687898,0.3194444444444444,5224,0,227.3348590070913,7,2026-05-18T16:51:55.064775,,,,,,
-10644.944444444442,0.6634204312890623,719,0.9738562091503268,0.3055555555555556,5228,0,246.6336214280427,8,2026-05-18T16:53:18.844347,,,,,,
-10209.72222222223,0.6302494097246091,719,1.756578947368421,0.5694444444444444,5228,0,247.96931427808397,9,2026-05-18T16:54:42.767838,,,,,,
-40732.99999999994,0.5987369392383786,719,0.47019867549668876,0.3055555555555556,5230,0,10522.308782755252,10,2026-05-18T16:57:24.244105,-6748.055555555558,0.0,0.94,0.4027777777777778,5231.0,0.0
-62858.22222222215,0.5688000922764596,719,0.7581699346405228,0.3194444444444444,5227,0,52078.329040994235,11,2026-05-18T16:58:52.800203,,,,,,
-64768.22222222228,0.5403600876626365,719,0.7261146496815286,0.3333333333333333,5224,0,96216.51671845459,12,2026-05-18T17:00:21.253365,,,,,,
-9285.72222222222,0.5133420832795047,719,0.6622516556291391,0.3333333333333333,5230,0,84803.06750751437,13,2026-05-18T17:01:42.540982,,,,,,
-9180.22222222223,0.48767497911552943,719,1.7870967741935484,0.5694444444444444,5225,0,63906.37495254708,14,2026-05-18T17:03:04.311949,,,,,,
-8661.333333333321,0.46329123015975293,719,1.7466666666666666,0.4166666666666667,5230,0,56605.11642282033,15,2026-05-18T17:04:25.676063,,,,,,
-8359.27777777778,0.44012666865176525,719,1.5471698113207548,0.5416666666666666,5221,0,54710.50347616013,16,2026-05-18T17:05:47.097105,,,,,,
-9034.055555555551,0.41812033521917696,719,1.4509803921568627,0.4166666666666667,5227,0,45962.57742258637,17,2026-05-18T17:07:08.156802,,,,,,
-8585.5,0.3972143184582181,719,1.1843971631205674,0.3333333333333333,5238,0,45151.5548646208,18,2026-05-18T17:08:29.152999,,,,,,
-8439.333333333336,0.37735360253530714,719,0.7986577181208053,0.3472222222222222,5232,0,41767.78175644748,19,2026-05-18T17:09:50.745973,,,,,,
-8314.277777777783,0.35848592240854177,719,0.6754966887417219,0.2916666666666667,5230,0,39200.00287336368,20,2026-05-18T17:12:26.711596,-6908.055555555558,0.0,0.6554054054054054,0.25,5232.0,0.0
-52796.222222222204,0.34056162628811465,719,3.1198830409356724,1.4861111111111112,5038,0,31682.831501288274,21,2026-05-18T17:13:49.152484,,,,,,
-8414.055555555547,0.3235335449737089,719,1.604026845637584,0.3888888888888889,5230,0,37887.997663389164,22,2026-05-18T17:15:09.929517,,,,,,
-110123.00000000004,0.30735686772502346,719,2.526315789473684,0.6111111111111112,5210,0,51429.37184123966,23,2026-05-18T17:16:42.146237,,,,,,
-8489.388888888889,0.2919890243387723,719,1.2450331125827814,0.3333333333333333,5229,0,51228.14081515125,24,2026-05-18T17:18:03.135963,,,,,,
