reward,epsilon,steps,avg_delay,avg_queue,loss_total,loss_rl,loss_pred,episode,timestamp
-5812.0,0.997,719,0.5208333333333334,0.1875,82.75141194390088,80.5838340666236,7.225259427617236,1,2026-03-12T03:33:51.609449
-5804.875,0.994009,719,2.0869565217391304,0.34375,42.56742108945886,41.08789095394469,4.931767080357409,2,2026-03-12T03:34:11.034193
-5842.75,0.991026973,719,0.45454545454545453,0.1875,50.58416111910294,49.44541098444783,3.7958334394224162,3,2026-03-12T03:34:31.547829
-5425.5,0.988053892081,719,0.6808510638297872,0.1875,46.73630069525749,45.82129413461486,3.050021534669051,4,2026-03-12T03:34:53.284374
